기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
(주)유니코써치,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V2V4cmlvOFpBMXl5Vi9Wc0pRTVVCUT09,[유명 기초/색조 브랜드사] 일본사업/팀장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202929,"['해외영업', '글로벌마케팅']","[담당업무]
1. 일본 온/오프라인 채널 운영 관리
- 상품 운영 전략 수립
- 프로모션 기획 및 실행
- 판매 데이터 및 재고 관리

2. 일본 마케팅 전략 기획 관리
- 캠페인 전략 수립
- 성과 분석 및 인사이트 도출
- PR 및 인플루언서 마케팅 관리
- 퍼포먼스 광고 운영 관리
- 컨텐츠 기획 및 운영 관리

[자격요건]
- 일본어 능통자
- 화장품 일본 시장 온/오프라인 영업 및 마케팅 경력 7년 이상
- 일본 수출 업무에 대한 이해 필수 (밴더사 운영 경험자)
- 마케팅 경력 필수
- EC 운영 경험
- 오프라인 현지 밴더 경험
함께하기 위한 방법
접수기간 : 2025년 03월 10일 (월)18시 00분 ~ 채용시 마감
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
(주)한림건축씨엠종합건축사사무소,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=djIyNEhYOXYyWkM5ZktCRHIrUkJvUT09,회계·세무·재무담당 사원/대리급 정규직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202926,"['법인결산', '세무신고', '자금관리']","회계·세무·재무담당 사원/대리급 정규직 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
세무/회계/자금담당 관리자를 모집합니다 경영본부 0명
지원자격
ㆍ경력 : 경력 1년 이상(면접 후 결정)
우대사항
ㆍ필수조건 : 자체결산 및 외감 실무, 우대조건 : 세무조사 수검 및 세무조정, 더존/회계 능숙자
근무조건
ㆍ 근무형태 : 정규직(수습기간)-1개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : (04514) 서울 중구 서소문로 120 ENA Center(서소문동) - 서울 2호선 시청 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 3월 13일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
코리아헤럴드학원,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=N1JjVkc2WGtabHEzR1Fna2ZPU1podz09,"유학생,국제학교 AP World History/Comp Gover't/US Gover't강사",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202920,"['파트강사', '학원강사', '어학원', '영어']","HIS헤럴드교육센터에서
AP World History, Comp Gover't, US Gover't
전문강사님을 모십니다

HIS헤럴드교육센터는 60년 전통의 코리아헤럴드 어학원을 소유, 운영하는 교육기업 (주)디지털헤럴드의 해외유학, 교육사업부문으로 해외유학생 및 국내 국제학교, 외국인학교 대상  전학년 입학시험 준비부터 입학 후 재학생의 과목별 내신관리 및 고등부 AP / IB / SAT test-prep 과정까지 종합적으로 지도하는 18년차 해외유학, 국제학교 전문 학원입니다.

HIS헤럴드교육센터는 정규 학원 수업 및 비대면 1:1화상 수업 외에도 고등부 AP / IB 인터넷강의 플랫폼인 HIS PREP 및 주니어대상 인강을 비롯하여  헤럴드 학생기자 활동인 Herald Insight라는 EC 프로그램을 운영하며 교육과 더불어 미국 명문 대학 입학 위한 다양한 플랫폼을 제공합니다. 이 외에 미국 검정고시인 GED 시험센터. 교육기관이며 국제학교 전문 온라인 북스토어(https://smartstore.naver.com/hisbook)를 운영하는 유학생 / 국제학교 전문 종합교육기관입니다.


- 참고사이트
(1)  www.hisacademy.co.kr
(2)  www.heraldinsight.co.kr
(3)  www.hisprep.co.kr
(4)  www.gedpass.co.kr
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
영어강사 HIS팀 2명
지원자격
ㆍ경력 : 경력 2년 이상

< 아래의 수업 중 지도 가능한 2년 이상의 경력 강사>

-   AP World History, Comparative Government and Politics, US Government and Politics 전문 강사 및 지도 경험자
-  국제학교 Social Science 중 / 고등부 내신 관리 수업 유경험자
-  영어 100% 수업 지도 가능 우대

근무조건
ㆍ 근무형태 : 계약직, 프리랜서, 파트
ㆍ 근무일시 : 주중 오후 pm 4:00-10:00 및 토요일 am 10:00 - pm 4:00 근무 필수 (주중 1-2일 휴무 협의 가능)
국제학교 학생들의 방학기간인 6월 말 - 8월 둘째 주 및 12월 둘째 주 - 1월 첫째 주는
이른 오전 수업구성 협의가능
ㆍ 근무지역 : (100-210) 서울 중구 수하동 65-1 코리아헤럴드교육센터 - 서울 2호선 을지로입구 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 오전 9시 - 2025년 3월 11일 (화) 오후 5시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
ㆍ 제출서류 : 이력서(사진포함), 자기소개서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)엔바이콘,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=TTFiQjJadUROaGNqdzh3S1FSaDFlUT09,[하림그룹 / 엔바이콘] 왕스덕 판교점 Chef 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202917,"['조리사', '주방장', '식당', '주방', '요리사']","[하림그룹 / 엔바이콘]
""왕스덕 판교점"" Chef 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
[하림그룹 / 엔바이콘] 외식매장 주방직원 0명
■ 채용직급
   - Chef : 판매 상품(메뉴) 조리 및 개발

■ 채용 시 소속
   - (주)엔바이콘 內 브랜드 :  '왕스덕 판교점' 

■ 근무 형태
   - 365매장 / 주 5일 근무 / 스케줄 근무

■ 담당 업무
  - 메뉴 조리
  - 주방 청결 유지
  - 메뉴 퀄리티 유지
  - 식자재 관리 및 준비

■ 근무시간 및 급여수준
  - 주5일 40H (일, 8H  + 휴게시간 2시간) / 주말근무 O, 상세 일정은 내부 스케쥴에 따름
  - 연봉 : 면접 후 협의, 경력과 실무에 따라 산정

■ 자격 요건
  - 학력무관, 경력무관
  - 해외여행에 결격사유가 없는자
  - 보건증 필수
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무지역 : (13487) 경기 성남시 분당구 삼평동 632 NS 홈쇼핑 별관 지하 1층
전형절차
서류전형
1차면접
2차면접 (유선 or 임원면접)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (화) 15시 ~ 상시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)어센트코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MlFyZzJLNUhVRGpWYTROUjhyV2VaUT09,B2B Sales Supporter 채용 (SDR),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202915,"['영업관리', '영업지원', '영업마케팅', '영업전략', '영업기획']","B2B Sales Supporter 채용 (SDR)
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
B2B Sales Supporter 채용 (SDR) 0명
주요업무

세일즈팀의 B2B세일즈 업무를 support합니다.
? 고객사 관리 지원
- inbound leads의 자체 BANT를 적용하여 리드 분류 작업 수행
- 분류된 고객사의 각종 주요 정보 입력 (업종/매출액 등)

? 고객사 컨택 업무 수행
- 정리된 List 중 우선순위 고객사의 문제를 이해하여 해결책을 제시하는 메일/콜(Call) 컨택을 통해 리스닝마인드 허블을 소개
- 효율적인 파이프라인 운영을 통해 리드를 육성하고 AE에게 고객 정보를 제공
※ 우리의 서비스를 전혀 모르는 고객이 아닌 이미 관심을 갖고 서비스에 가입한 고객사 중심으로 컨책하기에
업무를 수행하기에 훨씬 수월할 것 입니다.

지원자격
? CS 등 고객 컨택 경험이 있으신 분
? 고객과의 온/오프라인 컨택에 능하거나 설득력 있는 커뮤니케이션이 가능하신 분
? 새로운 사람을 만나고 연락하는 것에 적극적이신 분

우대사항
? 세일즈 경험이 있으신 분
? IT서비스(Saas)에 대한 이해가 있으신 분
? 고객 중심으로 생각하며 논리적으로 설명과 설득이 가능하신 분
? 문제 해결에 적극적이신 분
? 대내외 협업 및 커뮤니케이션이 탁월하신 분

근무조건
ㆍ 근무형태 : 계약직(기간제)-3개월
ㆍ 근무지역 : (06040) 서울 강남구 도산대로16길 15 용헌빌딩(논현동) - 서울 3호선 신사 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원, 홈페이지 지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)에누마코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NU41c25JUXpWMGZ1bEFNekpnS2R1Zz09,[경력] 한국 B2C 사업 총괄 - 유연근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202907,"['디지털마케팅', '브랜드마케팅', '마케팅기획', '전략기획', '사업개발']"," 한국 B2C 사업 총괄
에누마는 모바일 기반의 기초교육 애플리케이션을 제작하는 글로벌 에듀테크 기업으로, 전 세계 모든 아이들이 자기 속도에 맞춰 흥미를 잃지 않고 재미있게 학습할 수 있도록 최신의 게임디자인, 엔지니어링, AI 기술을 활용한 디지털 제품을 만듭니다. 2012년 미국에서 에누마를 공동 창업한 이수인 CEO와 이건호 CTO 부부는 이전에 엔씨소프트에서 각각 게임디자이너와 테크니컬 디렉터로 일했던 경험을 살려 학습에 장애가 있는 아이들도 게임처럼 재미있게 할 수 있고 실패가 없는 학습 앱을 설계했고 토도수학을 시작으로 현재까지 토도영어, 토도한글, 토도원, 에누마스쿨을 출시하고 서비스하고 있습니다. 

에누마는 전 세계 2억 5천만명이 넘는 개발도상국의 아동 문맹을 해결하기 위해 기획된 글로벌 러닝 엑스프라이즈(Global Learning X-Prize)에서 5년간의 경진 끝에 킷킷스쿨(Kitkit® School)로 공동 우승하면서 디지털 학습의 효과를 증명해낸 세계 최고의 팀입니다. 업계 최고 수준의 개발진들은 뚜렷한 학습효과를 기반으로 어린이를 위한 컨텐츠, 아름답고 눈이 편안한 화면 설계, 학습 디자인, 학습 데이터에 기반한 AI 등에서 세계 최고의 경험과 기술력을 보유하고 있습니다. 

에누마에는 수평적이고 가족 친화적인 조직문화가 있습니다. 사내에서는 직급 없이 모두 ""님""으로 호칭하며 서로를 존중하고 신뢰하는 마음으로 소통합니다. 또한 유연근무가 활성화되어 있어 스스로 가장 몰입할 수 있는 환경에서 자율적이고 책임감 있게 일하고 있습니다. 현재 미국 캘리포니아 본사 외에도 일본 도쿄, 인도네시아 자카르타, 중국 베이징, 서울에서 160명의 직원이 함께 근무하고 있습니다. 

관련 기사 : 
[Youtube] EO 인터뷰 - 테슬라 CEO 일론 머스크가 건 현상금 50억의 주인공 / 이수인 대표
[Youtube] EO 인터뷰 - 전세계 1300만 명의 아이들을 실패에서 구한 창업가 / 이수인 대표
[조선일보] ""공부도 게임처럼 재밌게"" 증명해 낸 엄마 창업가 / 이수인 대표
[파이낸셜뉴스] ""세계 70% 아동 기초학력 미달, AI 접목한 맞춤형 교육이 해법"" [AI월드 2023] / 이건호 CTO

모집부문 및 상세내용
모집부문 상세내용
담당업무



이런 일을 하게 됩니다.

ㆍ한국 B2C 사업 조직 총괄 및 리딩
ㆍ토도 제품을 중심으로 한 한국 B2C 사업 전략 수립 및 실행
ㆍ브랜드 마케팅 전략 수립 및 이를 바탕으로 한 프로모션 마케팅 총괄
ㆍ세일즈, 광고, 사업기획 비전 수립 및 실행 리드
ㆍB2C 개발 조직과의 긴밀한 협업을 통해 시장에 필요한 제품 개선 및 신제품 제안 등 개발 목표 설정

자격요건/
우대조건

이런 분을 만나고 싶습니다.

ㆍ디지털 제품, 소프트웨어, 앱 관련 분야 또는, 에누마 고객층과 유사한 고객을 대상으로 P&L을 관리하며

   성장을 이끌어온 경력 7년 이상

ㆍ한국 소비자 및 학부모 시장에 대한 깊은 이해

ㆍ모바일 앱, 에듀테크, 소비자 기술(Consumer Tech) 분야에 대한 경험과 이해




이런 분이면 더욱 좋습니다!

ㆍ스타트업 및 빠르게 성장하는 환경에서의 근무 경험

ㆍ디지털 마케팅, 사용자 확보, 구독 서비스 비즈니스 모델에 대한 이해도

ㆍ제품 개발팀과의 협업 경험

ㆍ데이터 기반 의사결정 능력 (Growth Metrics, BI 툴 활용 가능자)

ㆍ영어 능통, 일본어 및 중국어 가능자 우대




근무조건
ㆍ 근무형태 : 정규직(수습기간 3개월, 급여 100% 지급) 
ㆍ 근무일시 : 주 5일(월~금) 오전 10시 - 오후 7시 (유연근무 가능)
ㆍ 근무지역 : 서울시 성동구 성수동1가 헤이그라운드 사무실 (재택근무 가능)
2호선 뚝섬역, 분당선 서울숲역에서 도보 7분


채용 과정

            ㆍ 서류접수  >   실무진 인터뷰   >   한국/미국 운영진 인터뷰   >   처우 협의   >   최종 합격
         ㆍ 서류 접수 중에도 적합한 후보자가 계시면 인터뷰를 진행합니다.


혜택 및 복지
         ㆍ직급 없이 ""OO님""으로 소통하는 수평적인 문화
         ㆍ매일 출근시간에 대한 압박이 없는 유연출퇴근제 및 재택근무
         ㆍ원할 때 언제든지 떠나는 무제한 휴가
         ㆍ무료 스낵바, 커피 머신, 음료 등의 무제한 간식 지원
         ㆍ업무를 위한 최신 기기 지원(맥북, LG그램, 모니터 등)
         ㆍ자사 어린이 교육 앱 이용권 지급
         ㆍ명절선물 및 경조사비 지원
         ㆍ사내 직원추천제도
         ㆍ각자의 위치에서 최고의 전문가인 뛰어난 동료들

제출서류
         ㆍ자유양식 이력서 (필수)
         ㆍ경력 기술서, 자기소개서, 프로젝트 포트폴리오 등 (선택)

유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/edu8.png']
(주)모닝인,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SDV6U0FjeWJRUE5VVko4SHkyWVZDdz09,[강남 어학원]영어강사(외국대 및 국내대 4년제졸),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202903,"['학원강사', '어학원', '영어']","[강남 어학원]영어강사(외국대 및 국내대 4년제졸)
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
영어강사 (외국대졸업자 아포스티유 보유자OR국내4년제
0명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)
내신 한국식수업파트(중1~고1)
주6일 연5800/주5일 연5100만원
 정규 영어(외국대)수업파트(초1~중2)
주6일 연5800/주5일 연5100만원




         근무조건
ㆍ 근무형태 : 정규직, 계약직
ㆍ
ㆍ 근무지역 : (06280) 서울 강남구 대치동 압구정동 - 서울 3호선 도곡 에서 300m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent2.png']
코리아헤럴드학원,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=N1JjVkc2WGtabHEzR1Fna2ZPU1podz09,"유학생.국제학교 영어 English Literature, Essay, Reading 강사",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202894,"['파트강사', '학원강사', '어학원', '영어']","HIS헤럴드교육센터에서 국제학교 고등부
English literature, Essay, Reading
전문강사님을 모십니다

HIS헤럴드교육센터는 60년 전통의 코리아헤럴드 어학원을 소유, 운영하는 교육기업 (주)디지털헤럴드의 해외유학, 교육사업부문으로 해외유학생 및 국내 국제학교, 외국인학교 대상  전학년 입학시험 준비부터 입학 후 재학생의 과목별 내신관리 및 고등부 AP / IB / SAT test-prep 과정까지 종합적으로 지도하는 18년차 해외유학, 국제학교 전문 교육센터입니다.

HIS헤럴드교육센터는 정규 학원 수업 및 비대면 1:1 화상 수업 외에도 고등부 AP / IB 인터넷강의 플랫폼인 HIS PREP 및 주니어대상 인강을 비롯하여  헤럴드 학생기자 활동인 Herald Insight라는 EC 프로그램을 운영하며 교육과 더불어 미국 명문 대학 입학 위한 다양한 플랫폼을 제공합니다. 이 외에 미국 검정고시인 GED 시험센터. 교육기관이며 국제학교 전문 온라인 북스토어(https://smartstore.naver.com/hisbook)를 운영하는 유학생 / 국제학교 전문 종합교육기관입니다.


- 참고사이트
(1)  www.hisacademy.co.kr
(2)  www.heraldinsight.co.kr
(3)  www.hisprep.co.kr
(4)  www.gedpass.co.kr
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
영어강사 HIS팀 2명
지원자격
ㆍ경력 : 경력 2년 이상

< 아래의 수업 중 지도 가능한 2년 이상의 경력 강사 >

- 국제학교 고등부 English Literature, Essay, Reading분석
- 국제학교 중/고등부 영어내신지도및 에세이첨삭
- IB course의 EE, TOK 지도

* 100% 영어로 수업 진행 가능자 (해외 초.중.고.대학교 유학 이력 우대)
* 국제학교 IB과정 이수자 우대
* IB과정 EE, TOK 지도경험자 우대


근무조건
ㆍ 근무형태 : 계약직, 프리랜서, 파트
ㆍ 근무일시 : 주중 오후 pm 4:00-10:00 및 토요일 am 10:00 - pm 4:00 근무 필수 (주중 1-2일 휴무 협의 가능)
국제학교 학생들의 방학기간인 6월 말 - 8월 둘째 주 및 12월 둘째 주 - 1월 첫째 주는
이른 오전 수업구성 협의가능
ㆍ 근무지역 : (100-210) 서울 중구 수하동 65-1 코리아헤럴드교육센터 - 서울 2호선 을지로입구 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 오전 9시 - 2025년 3월 11일 (화) 오후 5시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
ㆍ 제출서류 : 이력서(사진포함), 자기소개서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
,,[루미르] 리빙·조명 브랜드 마케팅 매니저,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202891,"['블로그마케팅', '인플루언서마케팅', 'SNS마케팅', '브랜드마케팅', '오프라인마케팅']","[루미르] 리빙·조명 브랜드 마케팅 매니저 



루미르는 서울을 기반으로 하는 젊은 조명 브랜드입니다.

또한 비전력 지역의 빛 부족 문제를 해결하는 소셜벤처입니다.


루미르는 전기가 닿지 않는 지역에 적합한 현지형 램프를 개발하여

보다 밝은 빛을 더 많은 사람들이 저렴하게 누릴 수 있도록 노력하며

더 나아가 소셜임팩트를 지속 가능하게 확장할 수 있도록

새롭고 감각적인 디자인 조명들을 통해 빛의 아름다움을 선보이고 있습니다.

루미르 디자인 조명의 특별함은 단순히 시각적으로 화려한 요소를 넘어서

루미르가 추구하는 가치를 제품 안에 담아내는 것에 있습니다.


Light up the world, 빛의 아름다움을 전하는 루미르의 여정에 함께 할 동료를 모집합니다.




모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
ㆍ경력 : 2년 이상
[루미르] 마케팅 매니저 채용 1명

주요업무
1. 브랜드 채널 관리
- 컨텐츠 채널 관리 (인스타그램 / 뉴스레터 / 블로그 / 카카오 채널/ 네이버 브랜드스토어 등)
- 인플루언서 발굴 및 관리
- 고객 커뮤니티 운영
- 광고 관리 및 집행 (메타 / 네이버 등)
  2. 브랜드 제휴 및 협업 관리
- 브랜드 콜라보레이션
- 드라마/영화 등 협찬건
  3. 신제품 프로젝트 기획 및 진행
- 상세페이지
- 제품 구성물 기획 및 제작
- 제품 홍보자료 작성 및 배포
  4. 온/오프라인 행사 기획 및 운영
- 백화점 팝업 / 리빙페어 / 모바일 라이브 등
필요조건
- 마케팅 관련 경력 2년 이상
- 포트폴리오 필수


우대 조건
- 주어진 업무를 '왜'하는지에 대한 맥락을 적극적으로 파악하시는 분
- 도전적 과제를 해결하기 위해 집요하게 탐구하며 활발히 논의하는 분
- '이 정도면 됐다'는 생각을 하지 않고 어제보다 나은 오늘의 나를 만들고자 하는 분
- 커뮤니케이션 능숙하신 분
- 인테리어 시장에 관심이 많은 분
- 영어로 원활한 소통이 가능하신 분
- 운전 가능하신 분

루미르를 더 알고 싶으신 분은 방문해주세요 
- 홈페이지 : https://www.lumir.co.kr/
- 인스타그램 : @lumirlight  
- 페이스북 : https://www.facebook.com/lumirlight
- 블로그 : https://blog.naver.com/lumir1209


근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월(급여 100% 지급)
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (04793) 서울 성동구 성수일로10길 26 하우스디세종타워 405호(성수동2가) - 서울 2호선 성수 에서 500m 이내
전형절차
서류전형
담당자 면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 03월 10일 (월)  ~ 2025년 3월 23일 (일)
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서(희망연봉 필수 기입)
ㆍ 제출서류 : 포트폴리오
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)모닝인,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SDV6U0FjeWJRUE5VVko4SHkyWVZDdz09,대기업 글로벌상사 수출영업지원(영어),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202886,['무역사무원'],"대기업 정규직 전환검토
대기업 글로벌상사 수출업무관련 영업 사무직
자체계약직 2년후 정규전환검토
-----------------------------------------------------------------------------------------------------
직급 :사원 ~ 선임급
경력 :2년~6년
성별 :무관
계약 종류 및 기간 : 자체계약직 최대 2년 운영 후 정규 전환 심사
(최초 계약 후 1년 도래시 평가를 통한 연장 혹은 전환 심사)
업무내용(영업 지원) :
-전략물자 수출 관련 서류 업무
- 국내외 고객사 이메일 소통 관리 (*영어 이메일 작성 가능자)
학력 :초대졸이하
연봉: 사원초임3,236만원~선임초임 3,887만원*경력에 따라 별도 협상
자격요건 :비즈니스 영어 이메일 가능자/ 수출 영업 관련 경험자
우대사항 :상사/포워딩 등 무역업 경력
기타사항 :
-식대:월200,000원(연봉 외 별도 수당)
-복지포인트:연간800,000원 지급
-법인콘도 보유(안면도,평창,여수 등)
-건강검진:매년 만40세 이하6만원 상당 지원(지정병원 검진)
-연봉:직전 연봉 및 경력,전 근무처 등을 고려하여 별도 협상
-직급체계 : 사원-선임 (사무지원)
-성과급:연말1회 지급하며 기본급의80~300%수준(매년 경영성과에 따라 지급 여부 결정)
접수기간 : 2025년3월14일(금)
함께하기 위한 방법
접수기간 : 2025년 03월 10일 (월)17시 00분 ~ 2025년 03월 19일 (수) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
(주)에코트론,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dENwTUhLWDdLbXUvMUtUKzZkYkE4UT09,의료기기 방사선안전관리자 (RI 면허자) 신입 & 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202882,"['품질관리', '방사선안전관리']","의료기기 방사선안전관리자 (RI 면허자) 신입 & 경력직 채용
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
의료기기 방사선안전과리자 (RI 면허 필수) 품질보증부 0명
주요업무
ㆍ 진단용 엑스선 의료기기 방사선 안전관리
ㆍ 품질관리
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)
ㆍ기타 필수 사항
- 방사성동위원소취급(RI) 면허[일반]
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 08:00~17:00
ㆍ 근무지역 : (08511) 서울 금천구 디지털로9길 47 한신IT 타워2차 506호(가산동) - 서울 7호선 가산디지털단지 에서 300m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 17시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
ㆍ 제출서류 : 방사성동위원소취급(RI) 면허[일반]
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
㈜벤처피플,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Rmd6bWNsOHhRK0czeWF3aUE3bUNpZz09,[유명 뷰티 전문기업] 일본 물류/출고 Sr.매니저,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202881,"['물류관리', '물류사무원', '국제물류', '물류기획', '유통관리']","[유명 뷰티 전문기업] 일본 물류/출고 Sr.매니저
직무개요 및 경력요건



[유명 뷰티 전문기업] 물류/출고 Sr.매니저 0명

◈ 직무 개요
- B2C/B2B 판매채널 물류(출고) 업무 지원
- ERP를 통한 재고 관리 및 정산 업무 지원
- 필요시 B2C 플랫폼 CS 대응

◈ 지원 요건
- 집요함과 열정을 바탕으로 빠르게 성장하고 싶으신 분
- 목표 달성과 성과 도출에 집착하시는 분
- 논리적 사고 & 가설 사고가 가능하신 분
- B2C 소비재 회사에서 일본 물류/출고에 대한 경력이 있으신 분
- 일본어로 비즈니스 업무가 가능하신 분 (JLPT N1)
- 엑셀로 업무가 가능하신 분
- 데이터 정리 및 분석 능력 있으신 분

◈ 우대 사항
- 뷰티 VMD 에이전시 근무 경험
- H&B(프로모션, 매대기획, 팝업존 등) VMD 업무 경험
- 해외 (아시아, 영미 등) VMD 업무 경험
- Sketchh Up, 3D Blender, 3D MAX 등 3D 툴 활용 가능하신 분
- 뷰티 및 디자인 트렌드에 이해도가 높으신 분

◈ 처우
- 협의 후 결정

◈ 제출 기한
- ASAP

◈ 제출 서류 및 기타
- 국문 이력서 및 자기소개서

◈ 담당 컨설턴트
- Leah 부장 / leah@vpeople.co.kr


근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06164) 서울 강남구 테헤란로87길 36 도심공항타워(삼성동) - 서울 2호선 삼성 에서 500m 이내
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 17시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서

유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent3.png']
