id,기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
rec-50215993,,,무지개맨션 각 부문 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215993,['온라인MD'],"챗북 콘텐츠 운영 (기간제)
독서와 무제한 친해지리, 당신의 일상을 1밀리+
밀리의 서재는 독서로 더 가치 있는 일상을 만듭니다.

[밀리의 서재는 독서를 쉽고 재미있게 만듭니다]
밀리의 서재는 국내 최대 독서 플랫폼(보유 콘텐츠 20만권, 베스트셀러/신간 보유 1위, 누적 회원 수 840만 명, 파트너 출판사 2,300곳!)으로 전자책은 물론 오디오북, 챗북, 도슨트북, 오브제북 등 모든 사람의 취향을 만족 시킬 수 있는 독서 콘텐츠를 제공합니다.

밀리의 서재 구성원은 '책을 끝까지 다 읽지 않아도 독서!', '밀리의 서재 앱을 둘러보기만 해도 독서!'라고 생각합니다. 다양한 독서 콘텐츠와 큐레이션부터 독서와 무제한 친해질 수 있도록 다양한 기능을 함께 만들어봐요!

모집부문 및 상세내용
챗북 콘텐츠 운영 (기간제) 0명
주요 업무
ㆍ‘챗북’ 콘텐츠의 운영 전반을 관리해요.
ㆍ챗북의 오픈 일정을 조율하고, 작가와 소통하며 콘텐츠 제작 과정을 담당해요.
ㆍ챗북 핵심 콘텐츠 노출 계획을 수립하고 주요 코너를 운영해요.
ㆍ챗북 콘텐츠 지표를 통해 운영 성과를 분석하고 효과적인 운영 인사이트를 도출해요.

자격 요건
ㆍ2~3년 이상의 콘텐츠 운영 또는 제작 관련 업무 경력을 보유하신 분을 찾고 있어요.
ㆍ대내외 다양한 파트너와 유연하게 커뮤니케이션할 수 있는 분이면 좋아요.
ㆍ텍스트 기반 콘텐츠의 완성도를 검수하고 의견을 개진할 수 있는 에디팅 감각을 보유하신 분이 필요해요.
ㆍ꼼꼼한 운영 관리 능력과 문제 해결 역량을 갖추신 분이 필요해요.

우대 사항
ㆍ2030대 타켓의 콘텐츠 기획/운영 실무 경험이 있다면 우대해요.
ㆍ책 뿐만 아니라 평소 다양한 콘텐츠를 즐기는 분이면 좋아요.
ㆍ다양한 텍스트 기반 콘텐츠(마이크로 카피 작성, 뉴스 레터, 블로그) 제작 경험이 있는 분을 우대해요.

제출 서류
ㆍ경력기술서가 포함된 이력서는 필수 제출 사항입니다.
ㆍ포트폴리오는 선택 사항이에요.
ㆍPDF 형식을 권장합니다.

전형 과정
ㆍ서류 전형 - 사전 질문지 - 1차 면접(직무) - 처우 협의 - 최종 합격
   ㆍ서류 전형 결과에 따라 사전 질문지를 요청 드릴 수 있습니다.

채용 조건
ㆍ근무기간 : 6개월 (추후 상황에 따라 연장 가능)
ㆍ근무시간 : 주 5일, 10시 ~ 19시 근무 (점심시간 1시간 포함)
ㆍ근무장소 : 사무실 근무
근무조건
ㆍ 근무형태 : 계약직-6개월
ㆍ 근무지역 : (04036) 서울 마포구 양화로 45 메세나폴리스 16층, 20층 밀리의 서재(서교동, 메세나폴리스) - 서울 2호선 합정 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 5월 10일 (토) 24시
ㆍ 접수방법 : 홈페이지 지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ밀리의 서재는 다양성을 존중합니다. 취업규칙을 통해 출신, 성별, 나이, 장애, 인종, 종교, 가족형태, 성 정체성 등에 따른 일체의 차별을 금지하고 있습니다.
ㆍ입사 과정에서 사실을 은폐하거나 허위내용을 작성 또는 진술하는 경우 채용이 취소될 수 있습니다. 
ㆍ장애인 및 국가 유공자 등은 관계 법령에 따라 우대합니다. 
ㆍ밀리의 서재는 시용 계약 기간을 3개월 이상 운영하고 있습니다.
ㆍ밀리의 서재는 진행되고 있는 공고 중 한 개의 공고에만 지원이 가능하며, 중복 지원은 불가해요.
ㆍ동일한 공고에 불합격 후 재지원을 희망하시는 경우, 불합격 안내를 받은 날짜로부터 6개월 이후에 재지원이 가능해요.",
rec-50215992,(주)밀리의서재,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NU03cktQZzZaSVhybmtKMEV5WGw3dz09,챗북 콘텐츠 운영 (기간제),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215992,"['콘텐츠관리', '콘텐츠운영']","[국내유명 제약회사] 임상기획 경력직
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 석사 이상
임상기획 0명
담당업무
- 신규 과제 검토
- 임상 시험 디자인 수립
- IB,임상시험 계획서/동의서,결과보고서 작성 및 검토

지원자격
- 석사이상
- 생물학, 의학, 간호학, 약학 등 관련 계열 전공자
- 경력 3~10년
- 제약 대기업 & 중견기업 경력자 우대 

지원 및 문의 : tony@tonysearch.co.kr / 010-4233-8890 / 최승열 이사

근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무지역 : 과천
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent3.png']
rec-50215990,,,[국내유명 제약회사] 임상기획 경력직,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215990,"['CRA(임상연구원)', '임상개발']","사무업무 담당자 채용


모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력무관
사무업무 담당자 채용
1명
주요업무
ㆍ입출금 관련 전산입력 및 문서관리
ㆍ출금업무
ㆍ사무업무 보조
ㆍ그 외 기타 업무

우대사항
ㆍ청년일자리도약장려금 대상자
ㆍ엑셀활용 가능자
ㆍ즉시출근 가능자

복리후생
ㆍ중식 제공(월25만원 한도)
ㆍ퇴직연금, 연차제도
ㆍ생일 및 명절선물

근무조건
ㆍ3개월 수습계약직 종료 후 정규직 전환검토
ㆍ연봉 : 2,700 ~ 3,000만원


근무조건
ㆍ 근무형태 : 정규직, 계약직(정규직 전환가능)-3개월
ㆍ 근무일시 : 주 5일(월~금) 08:00~17:00
ㆍ 근무지역 : (06620) 서울 서초구 강남대로 381 두산베어스텔(서초동) - 신분당선 강남 에서 100m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent2.png']
rec-50215986,주식회사 나인미라클,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dkRpRk05RHZOaVIrL2tPaFZWaFJqQT09,사무업무 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215986,"['사무보조', '자료입력']","(나이스계열사)
IT초보 지원 가능!!
모집부문 및 상세내용
공통 자격요건
학력 : 무관

전산총무
경영지원실 전산/총무 업무내용
데스크탑, 노트북, 태블릿PC당 업무용 기기 유지보수
PC세팅 (OS설치, 업무용 SW설치, 네트워크 및 보안 설정 등)
PC민원 대응 및 트러블슈팅, PC구매, 자산관리 등
기타 총무 업무 지원

지원자격
경력 : 신입,경력 무관
학력 : 학력 무관
PC H/W 및 S/W 에 대한 기본 지식이 있으신 분
고등학교 및 대학교 IT 관련 전공자 우대
근무조건
   
근무형태 : 6개월 단위 파견계약 근무 2년 > 평가 후 소속 전환 기회


근무일시
급      여
:
:
9시~6시/주 5일제/칼퇴근
월2,266,780만원 / 퇴직금, 연차수당 별도

근무지역 : 서울 영등포구 여의도 중소기업중앙회 본관
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 채용 시 마감(조기 마감 될 수 있으니 서둘러주세요!!)
ㆍ 접수방법 : 사람인 입사지원, 개인양식 이메일지원(양식 접수가 진행 빨라요!)
ㆍ 이력서양식 : 사람인 온라인 이력서, 개인양식 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍ 채용절차의 공정화에 관한 법률(제11조)
① 구인자는 구직자의 채용 여부가 확정된 이후 구직자(확정된 채용대상자는 제외한다)가 채용서류의 반환을 청구하는 경우에는 본인임을 확인한 후 대통령령으로 정하는 바에 따라 반환하여야 한다. 다만, 제7조제1항에 따라 홈페이지 또는 전자우편으로 제출된 경우나 구직자가 구인자의 요구 없이 자발적으로 제출한 경우에는 그러하지 아니하다.
② 제1항에 따른 구직자의 채용서류 반환 청구는 서면 또는 전자적 방법 등 고용노동부령으로 정하는 바에 따라 하여야 한다.
③ 구인자는 제1항에 따른 구직자의 반환 청구에 대비하여 대통령령으로 정하는 기간 동안 채용서류를 보관하여야 한다. 다만, 천재지변이나 그 밖에 구인자에게 책임 없는 사유로 채용서류가 멸실된 경우 구인자는 제1항에 따른 채용서류의 반환 의무를 이행한 것으로 본다.
④ 구인자는 대통령령으로 정한 반환의 청구기간이 지난 경우 및 채용서류를 반환하지 아니한 경우에는 「개인정보 보호법」에 따라 채용서류를 파기하여야 한다.
⑤ 제1항에 따른 채용서류의 반환에 소요되는 비용은 원칙적으로 구인자가 부담한다. 다만, 구인자는 대통령령으로 정하는 범위에서 채용서류의 반환에 소요되는 비용을 구직자에게 부담하게 할 수 있다.
⑥ 구인자는 제1항부터 제5항까지의 규정을 채용 여부가 확정되기 전까지 구직자에게 알려야 한다.",
rec-50215984,(주)스타에이치알,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NkVuYU5RQjdLdXJIYVQ1dzN2Mkg0QT09,나이스그룹사/대기업경험쌓기/신입가능/전산총무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215984,"['보안컨설팅', '유지보수', '정보보안', '네트워크', '방화벽']",,"['https://pds.saramin.co.kr/recruit/recruit/202503/11/ssyiqx39_zghp-1mi9nr9_recruit.JPG', 'https://pds.saramin.co.kr/recruit/recruit/202503/11/ssygea76_30pm-1mi9nr9_recruit.JPG', 'https://pds.saramin.co.kr/recruit/recruit/202503/11/ssyges61_5spa-1mi9nr9_recruit.JPG']"
rec-50215983,(주)메쎄이상,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UWtmRmdXbjRPZzRZSXdaUU8xaEcvUT09,"[업계1위, KOSDAQ] 웹디자이너(UX,UI) 경력사원 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215983,"['데이터시각화', 'CSS', '앱디자인', '웹디자인', '프로모션디자인']","[포지션]
시장감시업무 팀장(정규직)
 [담당업무]
- 가상자산 이상거래 상시감시업무 및 심리업무 총괄
- 가상자산 이상거래 상시감시시스템 운영에 대한 적정성 검토
- 가상자산 불공정 거래에 대한 적출, 분석 및 심리보고서 검토
- 시장감시위원회 업무지원
- 기타 가상자산 이용자 보호법상 규제 요건 이행
 [자격요건]
- 시장감시 업무역량을 갖추신 분
- MS Office (Excel, Power Point 등) 및 Google Workplace 등 OA 활용능력이 우수하신 분
- 다양한 이해관계자와의 커뮤니케이션 능력과 논리적 사고 및 판단 능력을 보유하신 분
- 자기주도적 업무성향과 책임감 있는 성향을 보유하신 분
 [우대사항]
- 주식 불공정 거래 조사(심리)업무경력 1년 이상 보유하신 분
- 가상자산 거래소, 블록체인 관련 시장에 대한 이해도가 높으신 분
- SQL, Big Query 등 데이터 추출 혹은 시각화 툴 사용업무경력 보유하신 분 

[근무지]
서울시 강남구
  [연봉]
협의 진행

[복지 및 혜택]
[업무에 몰입할 수 있는 환경을 조성합니다.]
* 비포괄임금제 | 일한만큼 받습니다. 초과근무 시 1분단위 수당으로 보상합니다.
* 선택적 근로시간제 | 출퇴근시간을 본인이 선택하여 복잡한 출퇴근길을 피할 수 있습니다.
* 복지포인트 연간 840만원 지급 | 항목에 상관없이 자유롭게 사용 가능한 복지포인트를 연간 840만원 지원합니다.
* 출퇴근 교통비 지원 | 야간/휴일근무 시 카카오T 비즈니스를 이용하여 편하게 출퇴근합니다.

[구성원의 편리한 생활을 지원합니다.]
* 삼시세끼 제공
- 조식 : 샌드위치, 샐러드 등 간단하고 건강한 메뉴들이 매일 다양하게 준비되어있습니다.
- 중식 : 비싼 강남 물가에 맞게! 연봉에 포함되지 않는 식대를 월 22만원 지급합니다.
- 석식 : 퇴근이 늦어질 경우, 저녁식사비로 식권대장 포인트 12,000원 지급합니다.
- 휴일 : 휴일 근무 시에는 점심/저녁식사비로 식권대장 포인트를 끼니당 18,000원씩 지급합니다.
* 간식·음료 무제한 스낵부스 운영 | 과자류, 간편식 뿐만 아니라 유산균이나 홍삼같은 건강식품까지 제공합니다.
* 장부식당 운영 | 빗썸 직원들과의 저녁모임 시, 고기·호프·치킨집 등 제휴된 식당을 자유롭게 이용할 수 있습니다.
* 주택자금대출 | 주택 매매/임차 시 최대 5년간 1억원까지 무이자로 지원합니다.
* 자녀학자금 | 유치원·어린이집 240만원, 초/중/고등학교 180만원, 대학교 1,000만원까지 연 단위로 지원합니다.
* 기념일 선물 | 명절·연말·생일·어버이날에는 한우, 카네이션, 기프트카드 등 다양한 선물을 나눕니다.

[구성원 개개인의 성장을 돕습니다.]
* 역량향상 교육 | 직무·역량개발을 위한 교육이라면 얼마든지 지원합니다.
* 외국어 교육 | 직원들의 외국어 능력 신장을 위해 외국어 교육을 지원합니다.
* 도서 구매 | 당사 직원이라면 업무에 필요한 도서를 무제한 구매할 수 있습니다.
* 사내 도서관 운영 | 매월 신간이 30권씩 입고되는 사내 도서관을 운영합니다.

[본인과 가족들의 건강 걱정을 덜어드리고 퀄리티 높은 휴식을 보장합니다.]
* 건강검진 | 본인·배우자·자녀·부모님에게 프리미엄 건강검진을 제공합니다. 한방특화 검진도 가능합니다.
* 단체상해보험 | 임직원들의 병원비 부담을 덜어내는 단체상해보험 가입을 지원합니다.
* 사내 동호회 활동 지원 | 당사의 다양한 사내 동호회를 인당 2개까지 가입할 수 있습니다.
* 리조트·콘도 지원 | 아난티·소노인터내셔널 등 국내 유명 휴양콘도 숙박을 지원합니다.",
rec-50215982,(주)리앤파트너,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NkJSbkpPZS9JNk5pdGNvZnh5VHBLQT09,[국내최대 가상자산거래소기업] 시장감시업무 팀장 (정규직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215982,"['증권사', '이상거래감시', '불공정거래', '시장감시']","ter>

 일어 콘텐츠 번역 프리랜서 모집

모집부문 및 자격요건

모집부문 담당업무 자격요건 및 우대사항 인원
일어 프리랜서 - 한→일 콘텐츠 번역
- 자사 사이트 및 제휴 채널에 영어 콘텐츠 등록 및 관리
- 자사 콘텐츠 이동, 큐레이션 및 검수 전반의 작업
자격요건
- 일어 가능자
- 평소 다양한 콘텐츠에 관심이 많고 자주 접하시는 분
- 콘텐츠 번역 관련 업무 경력자
- 일본 3년 이상 거주 경험자 (필수)
- 자기소개서 (500자 이상) 제출 (필수)

우대사항
- 콘텐츠 검수 및 교정교열 유경험자 우대
0명


근무조건 및 환경
- 근무형태 : 프리랜서
- 연봉: 면접 시 협의
- 회사주소 : 서울시 강남구 강남대로 364, 미왕빌딩 12층
- 인근전철 : 신분당선 강남역 4번 출구에서 10m 이내


전형절차 
             
제출서류
- 이력서, 자기소개서 (자유양식)

접수방법 및 접수기간
- 접수기간 : 채용 시 마감
- 접수방법 : 채용 사이트 온라인 입사지원 

※ 입사지원 서류에 허위사실이 발견될 경우 채용확정 이후라도 채용이 취소될 수 있습니다. ","['https://imgur.com/0nWVXnB.jpg', 'https://i.imgur.com/JepbQq2.png', 'https://imgur.com/qQk6weJ.jpg']"
rec-50215977,주식회사 패스트뷰,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UUppK0VZdzRkVzZIdFk2TVg4a1dnZz09,일어 콘텐츠 번역 프리랜서,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215977,"['사이트관리', '콘텐츠관리', '통/번역', '일본어', '논술/글쓰기']"," 영어 콘텐츠 번역 프리랜서 모집

모집부문 및 자격요건

모집부문 담당업무 자격요건 및 우대사항 인원
영어 프리랜서 - 한→영 콘텐츠 번역
- 자사 사이트 및 제휴 채널에 영어 콘텐츠 등록 및 관리
- 자사 콘텐츠 이동, 큐레이션 및 검수 전반의 작업
자격요건
- 영어 가능자
- 평소 다양한 콘텐츠에 관심이 많고 자주 접하시는 분
- 콘텐츠 번역 관련 업무 경력자
- 영어권 국가 3년 이상 거주 경험자 (필수)

우대사항
- 콘텐츠 검수 및 교정교열 유경험자 우대
0명


근무조건 및 환경
- 근무형태 : 프리랜서
- 연봉: 면접 시 협의
- 회사주소 : 서울시 강남구 강남대로 364, 미왕빌딩 12층
- 인근전철 : 신분당선 강남역 4번 출구에서 10m 이내


전형절차 
             
제출서류
- 이력서, 자기소개서 (자유양식)

접수방법 및 접수기간
- 접수기간 : 채용 시 마감
- 접수방법 : 채용 사이트 온라인 입사지원 

※ 입사지원 서류에 허위사실이 발견될 경우 채용확정 이후라도 채용이 취소될 수 있습니다. ","['https://imgur.com/0nWVXnB.jpg', 'https://i.imgur.com/JepbQq2.png', 'https://imgur.com/qQk6weJ.jpg']"
rec-50215976,주식회사 패스트뷰,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UUppK0VZdzRkVzZIdFk2TVg4a1dnZz09,영어 콘텐츠 번역 프리랜서,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215976,"['사이트관리', '콘텐츠관리', '통/번역', '영어', '논술/글쓰기']",,['https://i.imgur.com/mEMsMTD.jpeg']
rec-50215974,주식회사 패스트뷰,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UUppK0VZdzRkVzZIdFk2TVg4a1dnZz09,KB차차차다이렉트 장기렌트/리스 영업사원 모집 (홍대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215974,"['영업지원', '영업직', '자동차영업']","서울 금천구 스마트팜 작물 재배 및 생산
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
시설작물 0명
주요업무
ㆍ 스마트팜 시설 내 작물 재배 및 생산
(파종, 정식, 수확 및 포장, 재배구역 환경 및 위생관리 등)

지원자격
ㆍ경력 : 무관 (신입도 지원 가능)

근무조건
ㆍ 근무형태 : 계약직(정규직 전환가능)-1년
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : (08500) 서울 금천구 가산디지털2로 187(가산동) - 서울 1호선 가산디지털단지 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 1월 1일 (수) 10시 ~ 채용시 마감
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://pds.saramin.co.kr/recruit/recruit/202501/01/spe0jh4_dd8q-1evwy0p_recruit.png']
rec-50215973,어반그린,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MXhZSy9hcDJkWnM5TkRYbVhwM3hTQT09,서울 금천구 스마트팜 작물 재배 및 생산,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215973,"['작물재배', '농업', '세륜기', '파쇄기/분쇄기', '식품']","상위 코스피 제약사 임상기획
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 석사 이상 / ※ 의/약학 면허 소지자의 경우 학사 이상
상위 코스피 제약사 임상기획 1명
필수 지원자격
ㆍ경력 : 경력 3년 ~ 10년
 
[담당업무] 
  1) 신규 과제 검토
  2) 임상 시험 디자인 수립
  3) IB, 임상시험 계획서/동의서, 결과보고서 작성 및 검토

[우대사항]
-  중견 이상 제약/바이오 회사 재직 경험자 
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : 경기 
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 3월 22일 (토) 18시
ㆍ 접수방법 : 사람인 입사지원 
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍ해당 직무 지원 적합자에 한해 개별적으로 연락드리겠습니다. ",['https://www.saraminimage.co.kr/sri/vix/template/toptype/it5.png']
rec-50215969,(주)유웨이써치앤컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=emdPaHlwMnZ2S0pleGpObzhGc0U0UT09,상위 코스피 제약사 임상기획,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215969,"['임상PM', '임상개발', '임상시험']",,['https://ifh.cc/g/Og6bNs.jpg']
rec-50215960,(주)소셜링,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=QjVMaExKTFg5Qlk5MTYyM3psUnpXZz09,[소셜링] 종합광고대행사 SNS 콘텐츠 웹 디자이너 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215960,"['SNS', '배너광고', '광고디자인', '그래픽디자인', '디지털디자인']","헤드헌터 모집(송파구)



브리지프로페셔널스는
기회가 많고 성장할 수 있는 기업을 적합한 후보자에게 소개하며
스스로 성장하고 도전하는 분을 전망있는 기업에 소개하는 헤드헌팅 전문 기업입니다.

헤드헌터로서 당사와 함께 성장하실 분을 모시고 있습니다.

특별한 자격은 없지만 아래 내용 참고하시면 될 것 같아요.
내가 성과를 낸 만큼, 내 수입으로 이어지는 장점이 있는 장점이 있는 직업입니다.
회사 생활을 다양하게 경험한 분들에게 유리한 직업이기도 합니다.
과거에 이직이 많았다면 그것이 장점이 되는 직업입니다.

지금까지 사회 경험과 지혜를 다른 사람에게 나누어주고 도움을 줄 수 있는 매력이 있는 직업이기도 합니다.
지금까지의 경험과 지혜를 사회의 후배들에게 나눠주실 수 있는 기회를 만들어 보시는 것이 어떨까요?

헤드헌터 경험이 없는 분들이라면 선택을 후회하시지 않도록 함께 하겠습니다.


모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
- 타인과 관계를 맺는 일이기 때문에 감정적이거나 충동적이지 않아야 합니다.
- 타인을 존중하고 동료와 함께 잘 되기 위해서 노력하겠다는 마인드
- 사업을 한다는 마인드를 가지고 짧은 시간에 결과를 내겠다는 생각보다는 장기적인 계획이어야 합니다.
- 새로운 일에 집중할 수 있는 주변 환경과 가족의 지지가 있는 분이면 좋습니다.
헤드헌터 자격요건
(직업상담원)
- 어떤 직종이든 2년 이상의 근무 경력

- 직업소개사업소, 시설, 학교 등에서 상담업무 2년 이상 경력

- 공인노무사

- 노조, 노무관리, 공무원 경력 2년 이상

- 사회복지사

- 교원경력 2년 이상

- 직업소개사업 종사 2년 이상

- 직업상담사 1급 또는 2급
드리는말씀

헤드헌터 일이 익숙하지 않은 분들의 경우에는 연착륙하실 때까지 업무를 도와드리고 있습니다.
짧은 교육 후에 혼자 알아서 하는 방법으로는 헤드헌터로 안착할 수 없습니다.
헤드헌터 일이 낯선 분에게는 일정 기간동안 멘토링 제도를 운영하고 있습니다.
업무 팁과 경험을 공유하고 문제를 해결해 나가는 과정을 멘토와 함께 합니다.
다른 동료에게 터놓지 못하는 얘기를 멘토에게는 부담없이 얘기하며 고민을 함께 하고 있습니다.
저희 회사와 같이 하실 분들은 이런 분들이었으면 합니다.
- 헤드헌터로서 이 일을 성실히 하실 분이어야 합니다. 
- 모르는 것을 부끄럽지 않게 생각하고, 알기 위해서 노력하고 공부하는 분이어야 합니다.
- 함께하는 즐거움을 아는 분이면 좋겠습니다. 혼자 할 수 있지만 함께하면 더 좋은 일입니다.
- 헤드헌터로서 진심으로 성공하고 싶은 분이면 좋겠습니다.

전형절차
서류전형
1차면접
최종합격
접수 방법 
ㆍ 접수기간 : 수시
ㆍ 접수방법 : 이메일로 이력서를 보내주시기 바랍니다. ilhyung.shim@지메일.com
ㆍ 이력서양식 : 자유양식

유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/design2.png']
rec-50215957,브리지프로페셔널스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=cXZzRWFSczJ5d0c4ZlBZM0dZbDZCZz09,헤드헌터 모집(8호선 문정역/송파구),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215957,"['헤드헌터', '면접/인터뷰', '인재발굴', '채용공고관리']",,['https://ifh.cc/g/gr4xD2.jpg']
rec-50215956,(주)소셜링,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=QjVMaExKTFg5Qlk5MTYyM3psUnpXZz09,[소셜링] 경영팀 재무(경리/총무) 책임매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215956,"['경리', '전산회계', '계산서발행', '기업회계', '법인결산']","유통대기업 인테리어팀장(매장공사) 차장,부장초급 구함(굿커리
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
인테리어팀장(매장공사) 0명
안녕하세요 
굿커리어의 헤드헌터, 유창덕입니다. 
저희는 금융,소비재팀과 반도체,전자팀과 컨설팅,IT팀과 
중공업,화학팀, 자동차,기계팀, 제약,의류팀을 주축으로 
최고 임원급을 비롯하여 각분야 실무 전문가들을 
2005년 08월부터 20년째 전문으로 추천드리는 헤드헌팅업계를 리딩하는 전문회사입니다
좋은 포지션을 추천드립니다.

회사명 : 유명 대기업
포지션 : 인테리어팀장(매장공사)
주요요건
- 대졸이상
- 차장,부장급(14~19년)
- 유통사 인테리어 설계/공사 경력 필수
- 가전 매장 유지보수 관리 경력자 우대
- 인테리어 시공 감리, 정산 가능자
- 매장 공간기획 및 설계 관리 가능자
- 파트너사 관리 (설계, 시공, 감리) 가능자
- 테넌트사 입/퇴점 인테리어 공사 매뉴얼 제작 및 관리 가능자

근무지: 서울

위에 해당되시거나 주위에 좋은 분이 있으시면
최종,희망연봉,입사가능시기 등을 상세히 적어서
head@goodcareer.co.kr로 이력서를 보내주시기 바랍니다
010-7997-6177로 문의바랍니다 
기타 관련 포지션은 저희 홈페이지(www.goodcareer.co.kr)
를 참고하시기 바랍니다
감사합니다.
근무조건
ㆍ 근무형태 : 정규직


전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
