id,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url,refined_content
rec-50215597,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=RUNaRWpKOXBNNUtqMVF6TENhZnFhQT09,"주4일 근무, 한음한의원 강남본점에서 데스크선생님 모십니다",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215597,['간호조무사'],"신입/경력 오픈마켓 상품관리 정직원(장기근무자) 채용
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
상품관리(오픈마켓/폐쇄몰/소셜커머스)+주문 상품 입출고 인터넷 사업부/인터넷 사업부 1명
주요업무
ㆍ 등록상품관리 (오픈마켓/폐쇄몰/소셜커머스)
     주문 상품 포장 및 입출고(주문상품 / 로켓배송 납품상품 포장)
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)(사원급)
  근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금) 09:30~18:30
ㆍ 근무지역 : (140-023) 서울 용산구 용산동3가 1-17 인월빌딩(구,신흥빌딩 - 서울 6호선 삼각지 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 18시 ~ 2025년 3월 16일 (일) 24시
ㆍ 접수방법 : 사람인 입사지원, 전화 지원, 회사방문 접수
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent3.png'],"[채용 공고 내용]  
채용인원: 1명  
학력: 무관  
근무형태: 정규직  
근무일시: 주 5일(월~금) 09:30~18:30  
근무지역: (140-023) 서울 용산구 용산동3가 1-17 인월빌딩(구,신흥빌딩 - 서울 6호선 삼각지 에서 200m 이내)  
전형절차: 서류전형 -> 1차면접 -> 최종합격  
접수기간: 2025년 3월 11일 (화) 18시 ~ 2025년 3월 16일 (일) 24시  
접수방법: 사람인 입사지원, 전화 지원, 회사방문 접수  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무: 등록상품관리 (오픈마켓/폐쇄몰/소셜커머스), 주문 상품 포장 및 입출고 (주문상품 / 로켓배송 납품상품 포장)  
- 자격 요건: 경력 무관 (신입도 지원 가능)  
- 우대 사항: 정보 없음  "
rec-50215604,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MTk4UnZTem1vMk92V3J3VGxmVnU1UT09,신입/경력 오픈마켓 상품관리 정직원(장기근무자) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215604,"['상품관리', '소셜커머스', '오픈마켓', '전자제품', '웹디자인']","m대기업 서비스 스벨트/파이썬 개발자 채용
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
스벨트/파이썬 개발 0명

- Svelte 개발 (2명)
담당업무
ㆍ대기업 B2C 에듀테크 서비스 개발
ㆍ매주 금요일 재택 (상황에 따라 출근)

- Python 개발 (1명)
담당업무
ㆍ대기업 B2C 에듀테크 서비스 개발
ㆍ매주 금요일 재택 (상황에 따라 출근)

-------------------------------------------------------

스킬
ㆍJAVA, javascript, Python, Svelte

지원자격
ㆍ경력 : 경력 (년수무관)
근무조건
ㆍ 근무형태 : 계약직-6개월, 프리랜서
ㆍ 근무지역 : (07795) 서울 강서구 마곡중앙8로 71 LG사이언스파크(마곡동) - 서울 5호선 발산 에서 500m 이내
전형절차
서류전형
면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2024년 11월 26일 (화) 11시 ~ 2024년 12월 26일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent3.png'],"[채용 공고 내용]
채용인원: 3명 (Svelte 개발 2명, Python 개발 1명)
학력: 무관
근무형태: 계약직-6개월, 프리랜서
근무일시: 정보 없음
근무지역: 서울 강서구 마곡중앙8로 71 LG사이언스파크(마곡동) - 서울 5호선 발산 에서 500m 이내
전형절차: 서류전형, 면접, 최종합격
접수기간: 2024년 11월 26일 (화) 11시 ~ 2024년 12월 26일 (목) 24시
접수방법: 사람인 입사지원
이력서양식: 사람인 온라인 이력서

[채용 공고 주요 내용]
- 주요 업무: 대기업 B2C 에듀테크 서비스 개발, 매주 금요일 재택 (상황에 따라 출근)
- 자격 요건: 경력 (년수무관)
- 우대 사항: 스킬 관련 JAVA, Javascript, Python, Svelte 사용 능력"
rec-50215716,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MFN6RGxQTGQyM3Fya1owekRpYjM2UT09,대기업 서비스 스벨트/파이썬 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215716,"['백엔드/서버개발', '웹개발', 'SI개발', 'Python', 'Svelte']","- 주요 업무
• 웹/모바일 애플리케이션 프론트엔드 개발
• 개발 및 업무 요건 구현
• 사용자 인터페이스 설계 및 구현

- 자격 요건
• 5년 이상의 React, javascript 에 대한 이해와 개발 경험이 있는 분
• UI/UX에 대한 이해

- 우대 사항
• 프로젝트 리딩 경험이 있으신 분


* 복리후생
• 매년 건강검진, 각종 경조사 지원, 단체 상해보험, 선택적복리후생
• 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험
• 자격증취득지원, 구내식당(사원식당), 사내동호회 운영
• 전용 사옥
• 리프레시휴가 및 지원금 지급
• 경조휴가, 산전 후 휴가, 육아휴직
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)18시 00분 ~ 2025년 05월 10일 (토) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 정보 없음  
근무일시: 정보 없음  
근무지역: 정보 없음  
전형절차: 서류전형 -> 1차면접 -> 최종합격  
접수기간: 2025년 03월 11일 (화) 18시 00분 ~ 2025년 05월 10일 (토) 23시 59분  
접수방법: 사람인 입사지원  
이력서양식: 사람인 이력서 양식  

[채용 공고 주요 내용]  
- 주요 업무: 
  • 웹/모바일 애플리케이션 프론트엔드 개발  
  • 개발 및 업무 요건 구현  
  • 사용자 인터페이스 설계 및 구현  

- 자격 요건: 
  • 5년 이상의 React, JavaScript에 대한 이해와 개발 경험이 있는 분  
  • UI/UX에 대한 이해  

- 우대 사항: 
  • 프로젝트 리딩 경험이 있으신 분"
rec-50215754,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZDYvLytWMHlRbms0MmI5S2YxdjZoZz09,Frontend 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215754,"['퍼블리셔', '프론트엔드', '반응형웹']","2025년도 1차 예술의전당 [공무직 라급, 마급] 채용 공고

예술의 향기가 가득한 예술의전당에서 함께 일할 인재를 모집합니다.

[공무직 라급,마급]
시설지원(기계) - 1명
시설지원(제어) - 1명
보안경비(교대) - 2명
환경미화(야간-옥내외) - 1명
환경미화(주간-옥내외) - 1명
주차관리(유도) - 1명


⦁ 전형방법 및 근로조건 : 분야별 상이
⦁ 접수기간 : 2025.3.18.(화) ~ 3.25(화) 17:00까지
⦁ 지원방법 : 예술의전당 채용 홈페이지 온라인 접수
⦁ 채용 홈페이지 : https://sac.careerlink.kr/
⦁ 우리 기관은 정부의 블라인드 및 국가직무능력표준(NCS) 기반으로 인재를 선발하고 있습니다.
⦁ 자세한 내용은 채용 홈페이지의 공고를 참고하시기 바랍니다.
함께하기 위한 방법
접수기간 : 2025년 03월 18일 (화)14시 00분 ~ 2025년 03월 25일 (화) 17시 00분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]
채용인원: 시설지원(기계) 1명, 시설지원(제어) 1명, 보안경비(교대) 2명, 환경미화(야간-옥내외) 1명, 환경미화(주간-옥내외) 1명, 주차관리(유도) 1명
학력: 정보 없음
근무형태: 공무직
근무일시: 정보 없음
근무지역: 정보 없음
전형절차: 서류전형 -> 1차 면접 -> 최종 합격
접수기간: 2025년 3월 18일 (화) 14:00 ~ 2025년 3월 25일 (화) 17:00
접수방법: 예술의전당 채용 홈페이지 및 사람인 입사지원
이력서양식: 사람인 이력서 양식

[채용 공고 주요 내용]
- 주요 업무: 분야별 업무에 따라 상이
- 자격 요건: 정부의 블라인드 및 국가직무능력표준(NCS) 기반 기준에 부합하는 인재
- 우대 사항: 정보 없음"
rec-50215757,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=OW0va3dVaW10SHZhc1BBZG1lWXoxdz09,2025년 1차 예술의전당 직원채용(시설지원 경비 미화 주차),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215757,"['미화원', '보안요원', '주차요원']","유튜브 영상 촬영 및 편집 경력자
모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
영상 촬영 및 편집 영상팀 2명
주요업무
ㆍ 바이럴 영상 촬영
ㆍ 영상 편집 및 모션 작업
지원자격
ㆍ경력 : 경력 1년 이상(주임, 대리급)

상세업무내용
ㆍ유튜브 운영대행 영상 제작 (용인시 관광, 대한체육회 등)
ㆍ바이럴영상/현장취재/인터뷰 등 촬영 및 편집 (서울시, 쇼핑몰 업체 등)
ㆍ채용 한달이후 유연근무 실시 기업 (주2회 출근)

우대사항
ㆍ공학계열
ㆍ2종보통운전면허, 컴퓨터그래픽스운용기능사
ㆍ해당직무 근무경험, 영상 편집 가능자, 포토샵 능숙자, MAC/편집 전문가
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06096) 서울 강남구 봉은사로67길 28 3층(삼성동) - 서울 9호선 삼성중앙 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 18시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/it3.png'],"[채용 공고 내용]  
채용인원: 2명  
학력: 무관  
근무형태: 정규직  
근무일시: 정보 없음  
근무지역: (06096) 서울 강남구 봉은사로67길 28 3층(삼성동) - 서울 9호선 삼성중앙에서 500m 이내  
전형절차: 서류전형, 1차면접, 최종합격  
접수기간: 2025년 3월 11일 (화) 18시 ~ 2025년 4월 10일 (목) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무: 바이럴 영상 촬영, 영상 편집 및 모션 작업, 유튜브 운영대행 영상 제작 (용인시 관광, 대한체육회 등), 바이럴영상/현장취재/인터뷰 등 촬영 및 편집 (서울시, 쇼핑몰 업체 등)  
- 자격 요건: 경력 1년 이상 (주임, 대리급)  
- 우대 사항: 공학계열, 2종보통운전면허, 컴퓨터그래픽스운용기능사, 해당직무 근무경험, 영상 편집 가능자, 포토샵 능숙자, MAC/편집 전문가  "
rec-50215781,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eWhhNkxEbnplUXRWZmlyU2wxYmNQQT09,유튜브 영상 촬영 및 편집자 경력자 모집 (주 2회 출근기업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215781,"['브랜딩', 'SNS', '영상디자이너', '인플루언서', '나레이션']","해외 무역(수입/수출) 담당자 모집

About Us
피나클 서플라이(Pinnacle Supply)는 해외 무역(수입/수출) 업무만을 전담하는 전문 기업입니다.
기존에는 한 개의 회사에서 수입, 유통, 광고까지 모든 과정을 통합 운영했지만, 업무 효율성을 극대화하기 위해 이번에 수입 전담 법인으로 분사하였습니다
따라서, 당사는 유통 및 판매를 직접 담당하지 않으며, 오직 해외 제조업체와의 협력을 통해 최적의 제품을 수입하는 역할을 수행합니다. (재고 및 물류 관리는 유통 담당 기업에서 수행) 
글로벌 시장에서 품질이 뛰어난 제품을 발굴하고 수입하는 핵심 역할을 담당할 무역 전문가를 모집하오니, 많은 관심과 지원 바랍니다.
# 10시늦출근 #간식제공 #아주가끔야근 #해외출장 #점심식사제공 #회식강요완전없음 #사내헬스장

[ 주요업무 ]
1.  해외 제조업체 발굴 및 협력업체 관리
2. 단가 협상 및 계약 조율
3. 수입 통관 및 물류 프로세스 관리 (유통은 별도 팀 담당)
4. 무역 관련 서류 작성 및 관리 (Invoice, Packing List 등) 
5. 해외 거래처와의 커뮤니케이션 및 코레스 업무
[ 필수자격요건 ]

1.  해외출장 가능자
2. 중국어 능통자 
3. 해외 제조업체 조사,발굴 서칭능력 
4. 단가협상 (As Moderator Negotiation)

 [우대사항, 필수아님]

1. 수.출입 통관 관련 업무 이해도가 높은자
2. PPT, EXCEL 활용 우수자 

[♡복리후생♡]
♡ 매출별 인센티브
♡ 사내헬스장
♡ 4대 보험
♡ 신사역 1번출구 1분거리
♡ 우수 사원 포상, 퇴직금
♡ 명절 선물/귀향비 지급
♡ 자율 복장
♡ 점심식사 / 간식 제공
♡ 듀얼 모니터, 사무용품, 다이어리

[알아두기]
• 허위 이력서 작성시 입사 취소될 수 있어요
• 경력증명서 제출 필수
• 어학증명서 첨부 필수






해외무역 수입통관관련 담당자(한국인만 지원가능) 0명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)





근무조건
근무형태 : 정규직(수습기간)-3개월
ㆍ 근무지역 : (06039) 서울 강남구 도산대로8길 13 2 wai B/D - 서울 3호선 신사 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2024년 11월 12일 (화) 11시 ~ 2025년 3월 1일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항

ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.


홈페이지 

http://pinnacle-is.co.kr","['https://pds.saramin.co.kr/recruit/recruit/202411/14/smx8ze_1qp7-1on81t7_recruit.jpg', 'https://pds.saramin.co.kr/recruit/recruit/202411/14/smxinm_wo1y-1on81t7_recruit.png']","[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정규직(수습기간)-3개월
근무일시: 정보 없음
근무지역: (06039) 서울 강남구 도산대로8길 13 2 wai B/D - 서울 3호선 신사에서 200m 이내
전형절차: 서류전형 -> 1차면접 -> 최종합격
접수기간: 2024년 11월 12일 (화) 11시 ~ 2025년 3월 1일 (목) 24시
접수방법: 사람인 입사지원
이력서양식: 사람인 온라인 이력서

[채용 공고 주요 내용]
- 주요 업무: 
  1. 해외 제조업체 발굴 및 협력업체 관리
  2. 단가 협상 및 계약 조율
  3. 수입 통관 및 물류 프로세스 관리 (유통은 별도 팀 담당)
  4. 무역 관련 서류 작성 및 관리 (Invoice, Packing List 등)
  5. 해외 거래처와의 커뮤니케이션 및 코레스 업무

- 자격 요건: 
  1. 해외출장 가능자
  2. 중국어 능통자
  3. 해외 제조업체 조사, 발굴 서칭 능력 
  4. 단가 협상 (As Moderator Negotiation)

- 우대 사항: 
  1. 수출입 통관 관련 업무 이해도가 높은 자
  2. PPT, EXCEL 활용 우수자"
rec-50215801,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=My9IVVhJTHRoYTVqQ2pINXdvTXp5UT09,해외무역 수입/수출 관련 담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215801&adsCategoryItem=effect_bold&,"['해상무역', '무역거래', '구매관리', '구매기획', '검품/검수']","미국 국적 미국인 구함. 영어 마케팅 업무 채용.
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관 / 미국 학교 졸업자 우대
미국 유학생 마케팅 번역 1명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능) /
담당업무
ㆍ업무 : 영어 번역 및 미국 마케팅(미국을 살아봐서 아는 경험이 중요)
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월, 아르바이트
ㆍ 근무지역 : (08506) 서울 금천구 가산디지털1로 145 에이스하이엔드타워3차 1704호(가디역 도보 3분)(가산동) - 서울 7호선 가산디지털단지 에서 300m 이내
전형절차
서류심사
면접심사
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]
채용인원: 1명
학력: 무관 / 미국 학교 졸업자 우대
근무형태: 정규직(수습기간)-3개월, 아르바이트
근무일시: 정보 없음
근무지역: (08506) 서울 금천구 가산디지털1로 145 에이스하이엔드타워3차 1704호(가디역 도보 3분)(가산동) - 서울 7호선 가산디지털단지 에서 300m 이내
전형절차: 서류심사, 면접심사, 최종합격
접수기간: 2025년 3월 11일 (화) 19시 ~ 2025년 4월 10일 (목) 24시
접수방법: 사람인 입사지원
이력서양식: 사람인 온라인 이력서

[채용 공고 주요 내용]
- 주요 업무: 영어 번역 및 미국 마케팅 (미국을 살아봐서 아는 경험이 중요)
- 자격 요건: 경력 무관 (신입도 지원 가능)
- 우대 사항: 미국 유학생, 미국 학교 졸업자 우대"
rec-50215903,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VzM1S3FDVjVvMzE2cXNNalA1bTBXQT09,미국 국적 미국인 구함. 영어 마케팅 업무 채용.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215903,"['무역영어', '관광통역안내사', '통/번역', '영어', '마케팅기획']","반도체부품 기술영업
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
반도체부품 기술영업 영업부 0명
지원자격
ㆍ경력 : 신입/경력 (년수무관)(직책 : 팀원 / 직급 : 면접 후 결정 / 사원~부장)

업무내역 
 - 반도체 부품(IC) 기술영업 
-  고객 관리, 발주 및 납품 관리

근무조건
ㆍ 근무형태 : 계약직-1년씩 2년후 정직원 전환
(회사는 입사하는 모든 직원에 대해 입사시 1년씩 계약을 하고 있으며(특이사항이 없을 경우 자동 1년 연장계약 조건), 2년 경과시 정직원이 됩니다. 따라서 업무에 문제 있는 분을 제외하고 대부분 정직원으로 진행됩니다.(전환율 95%이상))
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 :

(153-769) 서울 금천구 가산동 60-19 SJ테크노빌 1209호 - 서울 1호선 가산디지털단지 에서 300m 이내
전형절차
서류전형
1, 2 차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 5월 10일 (토) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.

대진반도체(주)는 반도체부품 유통 전문기업(무역상사)입니다. 국내외 유명한 반도체부품 제조기업과 공식 대리점 계약을
맺고 삼성전자, LG전자 및 중소기업등에서 필요한 반도체 부품을 공급 및 기술지원을 하고 있습니다.
직원 70여명, 연 매출 2,150억원의 중견기업으로서 대진반도체(주)와 성장할 유능한 기술영업 사원을 모시고자 하오니 
많은 지원 바랍니다. ",,"[채용 공고 내용]  
채용인원: 0명  
학력: 대졸 이상 (4년)  
근무형태: 계약직-1년씩 2년 후 정직원 전환  
근무일시: 주 5일(월~금) 09:00~18:00  
근무지역: (153-769) 서울 금천구 가산동 60-19 SJ테크노빌 1209호  
전형절차: 서류전형, 1차 및 2차 면접, 최종합격  
접수기간: 2025년 3월 11일 (화) 19시 ~ 2025년 5월 10일 (토) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무: 반도체 부품(IC) 기술영업, 고객 관리, 발주 및 납품 관리  
- 자격 요건: 신입/경력 (년수 무관)  
- 우대 사항: 정보 없음"
rec-50215918,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Q2lSQ1ZuOCtBT2pCMy8wMVFRdnUrQT09,반도체부품 전자부품 기술영업(신입 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215918,['기술영업'],"헤드헌터 모집(송파구)



브리지프로페셔널스는
기회가 많고 성장할 수 있는 기업을 적합한 후보자에게 소개하며
스스로 성장하고 도전하는 분을 전망있는 기업에 소개하는 헤드헌팅 전문 기업입니다.

헤드헌터로서 당사와 함께 성장하실 분을 모시고 있습니다.

특별한 자격은 없지만 아래 내용 참고하시면 될 것 같아요.
내가 성과를 낸 만큼, 내 수입으로 이어지는 장점이 있는 장점이 있는 직업입니다.
회사 생활을 다양하게 경험한 분들에게 유리한 직업이기도 합니다.
과거에 이직이 많았다면 그것이 장점이 되는 직업입니다.

지금까지 사회 경험과 지혜를 다른 사람에게 나누어주고 도움을 줄 수 있는 매력이 있는 직업이기도 합니다.
지금까지의 경험과 지혜를 사회의 후배들에게 나눠주실 수 있는 기회를 만들어 보시는 것이 어떨까요?

헤드헌터 경험이 없는 분들이라면 선택을 후회하시지 않도록 함께 하겠습니다.


모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
- 타인과 관계를 맺는 일이기 때문에 감정적이거나 충동적이지 않아야 합니다.
- 타인을 존중하고 동료와 함께 잘 되기 위해서 노력하겠다는 마인드
- 사업을 한다는 마인드를 가지고 짧은 시간에 결과를 내겠다는 생각보다는 장기적인 계획이어야 합니다.
- 새로운 일에 집중할 수 있는 주변 환경과 가족의 지지가 있는 분이면 좋습니다.
헤드헌터 자격요건
(직업상담원)
- 어떤 직종이든 2년 이상의 근무 경력

- 직업소개사업소, 시설, 학교 등에서 상담업무 2년 이상 경력

- 공인노무사

- 노조, 노무관리, 공무원 경력 2년 이상

- 사회복지사

- 교원경력 2년 이상

- 직업소개사업 종사 2년 이상

- 직업상담사 1급 또는 2급
드리는말씀

헤드헌터 일이 익숙하지 않은 분들의 경우에는 연착륙하실 때까지 업무를 도와드리고 있습니다.
짧은 교육 후에 혼자 알아서 하는 방법으로는 헤드헌터로 안착할 수 없습니다.
헤드헌터 일이 낯선 분에게는 일정 기간동안 멘토링 제도를 운영하고 있습니다.
업무 팁과 경험을 공유하고 문제를 해결해 나가는 과정을 멘토와 함께 합니다.
다른 동료에게 터놓지 못하는 얘기를 멘토에게는 부담없이 얘기하며 고민을 함께 하고 있습니다.
저희 회사와 같이 하실 분들은 이런 분들이었으면 합니다.
- 헤드헌터로서 이 일을 성실히 하실 분이어야 합니다. 
- 모르는 것을 부끄럽지 않게 생각하고, 알기 위해서 노력하고 공부하는 분이어야 합니다.
- 함께하는 즐거움을 아는 분이면 좋겠습니다. 혼자 할 수 있지만 함께하면 더 좋은 일입니다.
- 헤드헌터로서 진심으로 성공하고 싶은 분이면 좋겠습니다.

전형절차
서류전형
1차면접
최종합격
접수 방법 
ㆍ 접수기간 : 수시
ㆍ 접수방법 : 이메일로 이력서를 보내주시기 바랍니다. ilhyung.shim@지메일.com
ㆍ 이력서양식 : 자유양식

유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/design2.png'],"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 서울시 송파구
전형절차: 서류전형, 1차면접, 최종합격
접수기간: 수시
접수방법: 이메일로 이력서 제출 (ilhyung.shim@지메일.com)
이력서양식: 자유양식

[채용 공고 주요 내용]
- 주요 업무: 채용 후보자 소개 및 헤드헌팅
- 자격 요건:
  - 타인과 관계를 맺는 일에 능숙
  - 감정적이거나 충동적이지 않음
  - 장기적인 계획을 가지고 사업 마인드로 접근
  - 2년 이상의 직종 경력
  - 상담업무 2년 이상 경력, 공인노무사, 노조/노무관리/공무원 경력 2년 이상, 사회복지사, 교원경력 2년 이상
  - 직업소개사업 종사 2년 이상, 직업상담사 1급 또는 2급
- 우대 사항:
  - 헤드헌터 일을 성실히 하고자 하는 의지
  - 모르는 것을 배우려는 자세
  - 협업의 즐거움을 아는 태도
  - 헤드헌터로서의 성공에 대한 강한 열망

유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있음."
rec-50215957,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=cXZzRWFSczJ5d0c4ZlBZM0dZbDZCZz09,헤드헌터 모집(8호선 문정역/송파구),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215957,"['헤드헌터', '면접/인터뷰', '인재발굴', '채용공고관리']","상위 코스피 제약사 임상기획
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 석사 이상 / ※ 의/약학 면허 소지자의 경우 학사 이상
상위 코스피 제약사 임상기획 1명
필수 지원자격
ㆍ경력 : 경력 3년 ~ 10년
 
[담당업무] 
  1) 신규 과제 검토
  2) 임상 시험 디자인 수립
  3) IB, 임상시험 계획서/동의서, 결과보고서 작성 및 검토

[우대사항]
-  중견 이상 제약/바이오 회사 재직 경험자 
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : 경기 
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 19시 ~ 2025년 3월 22일 (토) 18시
ㆍ 접수방법 : 사람인 입사지원 
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍ해당 직무 지원 적합자에 한해 개별적으로 연락드리겠습니다. ",['https://www.saraminimage.co.kr/sri/vix/template/toptype/it5.png'],"[채용 공고 내용]
채용인원: 1명  
학력: 석사 이상 (의/약학 면허 소지자의 경우 학사 이상)  
근무형태: 정규직  
근무일시: 정보 없음  
근무지역: 경기  
전형절차: 서류전형, 1차면접, 2차면접, 최종합격  
접수기간: 2025년 3월 11일 (화) 19시 ~ 2025년 3월 22일 (토) 18시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]
- 주요 업무:  
  1) 신규 과제 검토  
  2) 임상 시험 디자인 수립  
  3) IB, 임상시험 계획서/동의서, 결과보고서 작성 및 검토  

- 자격 요건: 경력 3년 ~ 10년  

- 우대 사항: 중견 이상 제약/바이오 회사 재직 경험자  "
