id,기업명,기업링크,공고제목,공고링크,태그,경력,학력,근무형태,급여,근무지역,지원시작일,지원마감일,지원방법,접수양식,담당자,연락처,refined_content_revised
rec-50306025,(주)아키아카,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=blNxWkpHNDBCd2tpdU1jaXMyYlZ6dz09,SI/SM 개발 경력 채용 (서울),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306025,"['기술지원', 'IT컨설팅', 'SI개발', '아키텍쳐', 'Java']",,대졸(4년제) 이상,"정규직, 계약직",면접 후 결정,서울 서초구,2025.03.21 16:00,2025.04.30 23:59,홈페이지 지원,자유양식,,,"[채용 공고 내용]
채용인원: 0명  
근무형태: 정규직(수습기간)-3개월, 계약직  
근무일시: 해당 사항 없음  
근무지역: 서울 서초구 서초중앙로 63-6 RM서초빌딩(서초동)  
전형절차: 서류전형 → 1차 실무자 면접 → 2차 실무자 면접 → 최종합격  
접수방법: 홈페이지 지원  

[채용 공고 주요 내용]
- 주요 업무: 해당 사항 없음  
- 자격 요건: 대졸 이상, 경력 4년 이상  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 16시 ~ 2025년 4월 30일 (수) 24시  
  - 이력서양식: 자유양식  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
rec-50306132,(주)엠제이코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=OGRFT09wYm5GMzUxTDFselB3UmJiZz09,[교대역/서초/월210/전자상거래인증기업] CS 인바운드 단순상담,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306132,"['인바운드', 'CS', 'CX매니저']",,대졸(4년제) 이상,파견직 1년,월급 210 만원 (주 40시간),서울 서초구,2025.03.21 17:00,,사람인 입사지원,사람인 이력서 양식,사업4팀 (사업4팀),,"[채용 공고 내용]
채용인원: 0명  
근무형태: 정규직(전환 가능)  
근무일시: 평일 주5일, 09:00~18:00  
근무지역: 교대역/서초  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 온라인지원 (사람인 입사지원)  

[채용 공고 주요 내용]  
- 주요 업무: 공인인증서 신청, 발급, 갱신 안내 및 기타 관리지 지시 업무  
- 자격 요건: 신입/초보 가능  
- 우대 사항: 유관업무 경험자, 컴퓨터 활용 가능자, 장기근무 가능자  

[그 외]  
- 그 외 정보:  
  - 기본 복리후생: 4대보험, 퇴직금 제공  
  - 계약 기간: 1+1년(최대2년) 파견계약 후 정규직 전환 가능(평가후)  
  - 인센티브 및 교육 3일 진행  
  - 접수기간: 2025년 03월 21일~상시  
  - 유의사항: 허위사실 발견 시 채용 취소 가능, 채용서류 반환 청구 가능 (일정에 따라)  "
rec-50305976,(주)유니에스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=bysrS0ZSb3F0LzZ4a0pRd05iQjdkdz09,[7H근무/중식] 신세계인터내셔날 이커머스 패션팀 AMD 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305976,"['기획MD', '온라인MD', '패션잡화']",,대졸(4년제) 이상,파견직 1년,면접 후 결정,서울 강남구,2025.03.21 17:00,,사람인 입사지원,자사양식,김덕문 (마케팅전략사업부),02-553-0869,"[채용 공고 내용]
채용인원: 0명  
근무형태: 파견직  
근무일시: 09:00 ~ 17:00 (중식시간 제외 하루 7시간 근무)  
근무지역: 서울 강남구 도산대로 449 SI CHEONGDAM (청담동)  
전형절차: 서류전형 → 실무진 면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 이커머스 패션팀 AMD 관련 상품 및 재고관리, 브랜드관리, CS 관리, 온라인몰 관리 운영 업무 보조, MD 보조 업무  
- 자격 요건: 학력 무관  
- 우대 사항: 엑셀, 포토샵, 일러스트 사용 가능자, 유관 업무 경력자, 장기 근무 가능자, 패션/유통 분야 관심자, MD 직군 관심자  

[그 외]
- 그 외 정보:  
  - 복리후생: 본사 사내식당 중식 제공, 경조사 시 휴가 및 경조금, 생일/명절 선물 제공, 유니에스 복지몰 사용 가능, 조건부 유급휴가 제공  
  - 접수기간: 2025년 3월 21일 (금) 17시 ~ 채용 시 (개별 서류전형 및 개별 면접 진행)  
  - 급여: 2,311만원(신입 기준 연봉) ~ 경력자(유관 업무 경력자 직전 급여 수준)  
  - 유의사항: 입사지원 서류에 허위사실 있을 경우 채용 취소 가능  
  - 화상 면접 관련 유의사항: 스마트폰 어플 설치 요구 시 피싱 가능성 있으므로 즉시 신고 요청  "
rec-50306401,(주)제이투이,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Mk1qK3VGT1dsSTFKREJpM0VCbmJnZz09,[SAP CONSULTANT] SAP 컨설턴트 (9),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306401,"['SAP', 'Consultant']",무관(신입포함),대졸(4년제) 이상,프리랜서,면접 후 결정,서울 중구,2025.03.21 18:00,2025.04.21 23:59,사람인 입사지원,사람인 이력서 양식,인사담당자,,"[채용 공고 내용]
채용인원: 0명  
근무형태: 프리계약  
근무일시: 해당 사항 없음  
근무지역: 서울시 성동구 성수역 SK V1 TOWER 704호 외 다수  
전형절차: 서류전형 - 1차면접 - 최종합격  
접수방법: 사람인 입사지원, 이메일 입사지원 (resume@j2e.co.kr)  

[채용 공고 주요 내용]
- 주요 업무: SAP 컨설턴트  
- 자격 요건: CO, SD, FI, MM, PP, HR, TR, QM 관련 기술  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보:  
  - 기업소개: (주)제이투이는 2006년에 설립된 중소기업으로 정보시스템(BI), e-Biz사업, AWS, ITO사업을 운영하며, 서울시 성동구에 위치함. 기업신용등급(BB+, 상위) 및 현금흐름등급(CR-1, 최상위)을 보유하고 있음.  
  - 모집부문 및 자격요건:  
    - 다양한 SAP 프로젝트에서 여러 컨설턴트를 모집 중.  
    - 다양한 분야(CO, SD, FI, MM, PP, HR, TR, QM)에서 다수의 인원 채용 예정.  
    - 각 프로젝트의 근무지는 동대문, 광화문, 동탄, 양재, 서울역, 부산 사하구 등.  
  - 접수기간: 2025년 3월 21일 (금) ~ 2025년 4월 21일 (월)  
  - 급여일: 매달 10일 지급."
rec-50310992,(주)에이치엠아카데미,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MXpwNStNcEZHakpYbTZSSytTUytQUT09,입시컨설턴트 모집 신입/경력 채용(프리랜서),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310992,"['파트강사', '학원강사', '입시학원']",경력 5년 ↑,대졸(4년제) 이상,프리랜서,면접 후 결정,서울 용산구 (재택근무 가능),2025.03.23 11:00,2025.04.22 23:59,사람인 입사지원,사람인 이력서 양식,김하민,010-5777-2469 / 010-5777-2469,"[채용 공고 내용]
채용인원: 0명  
근무형태: 프리랜서  
근무일시: 탄력적 근무제  
근무지역: 서울 용산구 효창원로55길 12-3(용문동)  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 대입 수시 1:1 컨설팅 진행 (수시 6개 지원 대학, 생기부 컨설팅)  
- 자격 요건: 학력 - 대졸 이상 (4년), 경력 - 무관 (신입도 지원 가능)  
- 우대 사항: 공학계열, 해당직무 근무 경험  

[그 외]
- 그 외 정보:  
  - HM아카데미는 입시 유튜브 ""흠쌤"" 채널을 운영하고 있으며, 밴드 ""흠쌤의 입시 연구소""도 운영 중입니다.  
  - 홈페이지: http://hmacdm.co.kr/  
  - 인스타그램 홍보 및 마케팅 진행  
  - 다른 업체에 비해 급여 조건이 좋음  
  - 접수기간: 2025년 3월 23일 ~  
  - 이력서 양식: 사람인 온라인 이력서  
  - 유의사항: 입사지원 서류에 허위 사실 발견 시, 채용 확정 이후에도 취소될 수 있음."
rec-50310519,(주)건국21세기부동산중개법인,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UTlCcnhsZVViQXBmNXNLZllYOEppUT09,부동산 기초부터 제대로 배우면서 근무하실 분 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310519,"['부동산영업', '공인중개사', '부동산']",,"대졸(2,3년제) 이상",프리랜서,면접 후 결정,"서울 강서구, 양천구, 영등포구, 은평구",2025.03.22 18:00,2025.04.21 23:59,"사람인 입사지원, 전화지원",자유양식 제출서류 보기,황찬욱,010-3331-1235 / 010-3331-1235,"[채용 공고 내용]
채용인원: 0명  
근무형태: 프리랜서  
근무일시: 해당 사항 없음  
근무지역: 서울 강서구 양천로 500 등촌동노블리움오피스텔  
전형절차: 서류전형, 1차면접, 최종합격  
접수방법: 사람인 입사지원, 전화 지원  

[채용 공고 주요 내용]  
- 주요 업무: 부동산 중개업무  
- 자격 요건: 고졸 이상, 경력 무관 (신입도 지원 가능)  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 접수기간: 2025년 3월 22일 (토) 18시 ~ 2025년 4월 21일 (월) 24시  
  - 이력서양식: 자유양식  
  - 제출서류: 이력서, 자기소개서, 등본  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
rec-50306162,(주)이지엠휴먼월드,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=RXdWUC9hM3hBTXJHZTlLUGdNNnFZUT09,운영 오퍼레이터 채용 - 교육 컨설팅 전문기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306162,"['총무', '교육행정', '사무보조', '경영지원', '잡매니저']",,대졸(4년제) 이상,정규직,면접 후 결정,서울 금천구,2025.03.21 17:00,,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명  
근무형태: 해당 사항 없음  
근무일시: 해당 사항 없음  
근무지역: 서울 구로구  
전형절차: 해당 사항 없음  
접수방법: 메일 접수 (국문이력서, 경력기술서 제출)

[채용 공고 주요 내용]
- 주요 업무: 대학교 교육 커리큘럼 운영 보조, 교육 관련 기획 및 운영, 각종 교내행사 운영 등
- 자격 요건: 4년제 대졸 이상, 교육 커리큘럼에 대한 이해도, 교육 운영 경력자 및 대학 행사 운영 경력자 우대
- 우대 사항: 교육 운영 경력자, 각종 대학 행사 운영 경력자

[그 외]
- 그 외 정보:
  - 급여: 면접 시 협의
  - 모집기간: A.S.A.P
  - 담당자: (주)이지엠휴먼월드 이성록 차장 (Mail: lsr@easymhumanworld.co.kr) 
  - 메일로 문의 주시면 답변 드리겠습니다."
rec-50306614,(주)에너지테크솔루션,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eWZ0VFUwZzZRTkJZakVtVTlScnNDUT09,국내 및 해외 영업 (경력직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306614,['영업관리'],,"대졸(2,3년제) 이상",정규직 수습기간 2개월,면접 후 결정,서울 구로구,2025.03.21 18:00,2025.05.20 23:59,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명  
근무형태: 해당 사항 없음  
직급:   
근무일시: 해당 사항 없음  
근무지역: 해당 사항 없음  
전형절차: 서류전형 → 1차 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 국내 및 해외 시장 영업활동, 신규 거래선 발굴 및 매출관리, 제품, 고객, 경쟁사 등 시장정보 분석 및 전략 수립, 매출 및 이익 증대를 위한 고객관리  
- 자격 요건: 전문대졸 이상, 영업업무 5년 이상의 경력, 영어로 회의 및 소통 가능, 해외여행에 결격사유가 없음, 문서 작성 및 보고서 작성 능숙  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 03월 21일 (금) 18시 00분 ~ 2025년 05월 20일 (화) 23시 59분  
  - 이력서양식: 사람인 이력서 양식  "
rec-50306433,"
무이재한방병원
관심기업 등록 ",,무이재한방병원 베이커리 직원 구인합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306433,['제과/제빵사'],경력 3~10년,"대졸(2,3년제) 이상(예정자 가능)","계약직 3개월, 정규직 전환 가능",면접 후 결정,서울 강남구,2025.03.21 18:00,,사람인 입사지원,사람인 이력서 양식,권태현,02-1899-1209,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직 (정규직 전환 가능)
근무일시: 주 5일 근무 (토요일 포함, 주 2회 휴무: 일요일 고정 + 평일 1일 휴무)
근무지역: 서울 강남구 학동로 117 (06044, 서울 7호선 논현역에서 300m 이내)
전형절차: 서류전형 → 1차 면접 → 최종합격
접수방법: 사람인 입사지원 (온라인 이력서)

[채용 공고 주요 내용]
- 주요 업무: 빵 및 디저트 제조, 카페 업무 (음료 제조, 위생 관리, 고객 응대), 카페 재료 발주 및 관리
- 자격 요건: 학력 무관, 보건증 소지자, 제과제빵 가능자
- 우대 사항: 카페 업무 경험자 우대

[그 외]
- 그 외 정보: 
  - 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
  - 경력 및 나이에 제한 없음 (신입 지원 가능)
  - 손님 응대에 친절하며 적극적이고 부지런한 분 우대
  - 위생관념 뚜렷한 분을 선호함
  - 급여는 면접 시 협의 (연 3,000 만 원부터 가능)"
rec-50306532,"
(주)에이치알스탭
관심기업 등록 파견·도급·대행
",,[월250만/강남근무/일반사무/] 중견 기업 사무보조 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306532,"['경리', '경리사무원', '더존', '계산서발행', '사무직']",,대졸(4년제) 이상,"계약직, 파견직",월급 250 만원 (주 40시간),서울 강남구,2025.03.21 19:00,,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직
근무일시: 월 ~ 금 (09:00 ~ 18:00)
근무지역: 서울 강남구 테헤란로 538 삼성역 근처
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 근무환경 및 비품관리, 전반적인 행정 업무 지원 및 총무 업무, 전표 처리 및 관리
- 자격 요건: 대학(2,3년제) 이상, 총무, 회계, 사무 관련 경력 2년 이상
- 우대 사항: 컴퓨터 활용 가능 (엑셀, 워드), 업무 관련 자격증 소지 및 유사업무 경험 우대

[그 외]
- 그 외 정보: 
  - 기업명: 비공개
  - 급여수준: 월 250만원 (세전, 식대 포함, 고정 OT 포함)
  - 채용 일정: 1차 서류 마감은 선착순, 면접은 차주 중 예정 (3월 말 ~ 4월 초)
  - 입사 예정일: 면접 합격 후 즉시 출근
  - 계약 연장 및 정규직 전환 가능성: 업무 평가에 따라 검토 가능"
rec-50306255,(주)호텔신라,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=b214VS9hTDkvV3kxdjlGeDhCcXlRZz09,서울 신라호텔 Culinary(조리) 서비스크루 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306255,"['조리사', '호텔']",,학력무관,계약직,면접 후 결정,서울 중구,2025.03.21 18:00,,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직
근무일시: 유연근무제
근무지역: (100-856) 서울 중구 장충동2가 202 - 서울 3호선 동대입구에서 300m 이내
전형절차: 서류전형, 면접전형, 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: Culinary(조리) 서비스 크루로서 중식, 일식, 양식, 한식 조리
- 자격 요건: 초대졸 이상(2,3년) 또는 졸업예정자, 경력 무관(신입 가능)
- 우대 사항: 조리 기능사 소지자 (일식, 중식, 양식, 한식), 해당직무 인턴경력 및 근무경험

[그 외]
- 그 외 정보 : 
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 채용시
  - 이력서 양식: 사람인 온라인 이력서
  - 유의사항: 지원자는 해외여행에 결격사유가 없어야 하며, 보훈대상자에 대한 가점 부여, 전형 단계별 합격자 개별 연락, 허위 확인 시 합격 취소 가능, 연락처 및 이메일 기재 필요."
rec-50306050,농협은행(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=U2duVHpKK0Zpb2o4UnBQaEtBOW5Rdz09,NH농협카드 채용 (가맹점 미수금 관리 및 가맹점 제신고 등),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306050,"['총무', '문서작성', '사무보조', '서류관리', '경영지원']",경력 7~18년,"대졸(2,3년제) 이상",계약직 1년,면접 후 결정,서울 종로구,2025.03.21 17:00,2025.03.26 23:59,홈페이지 지원,자유양식 제출서류 보기,,02-6474-8515,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직
근무일시: 주 5일 (월~금) 09:00~18:00
근무지역: (03181) 서울시 종로구 통일로 134 디타워, (03738) 서울시 서대문구 충정로 70 웨스트게이트타워
전형절차: 서류전형 → 1차면접 → 신체검사 → 최종합격
접수방법: 홈페이지 지원

[채용 공고 주요 내용]
- 주요 업무: 
  - 가맹점 미수금 관리 및 응대, 채권 관리 및 실적표 작성, 대손상각 및 소멸시효 관리
  - 가맹점 제신고 업무 및 신규가맹점 업종 모니터링
  - 카드 고객 상담센터 민원 대응 및 분석, 민원 개선 요청 사항 관리
- 자격 요건: 학력 무관
- 우대 사항: 금융기관 경력 보유자, 취업지원 대상자 우대

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 03월 21일 17시 ~ 2025년 03월 26일 24시
  - 이력서 양식: 자유양식
  - 제출서류: 최종합격 후 제출 안내 예정
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용이 취소될 수 있음"
rec-50305871,농협은행(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=U2duVHpKK0Zpb2o4UnBQaEtBOW5Rdz09,NH농협카드 채용 (신용카드 신규심사/한도/본부승인),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305871,"['문서작성', '사무보조', '서류관리', '전산총무', '경영지원']",,"대졸(2,3년제) 이상(예정자 가능)",계약직 1년,면접 후 결정,서울 종로구,2025.03.21 10:00,2025.03.26 23:59,홈페이지 지원,자유양식 제출서류 보기,,02-6474-8515,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직
근무일시: 주 5일(월~금) 09:00~18:00
근무지역: (03181) 서울 종로구 통일로 134 디타워(돈의문)
전형절차: 서류전형 → 1차면접 → 신체검사 → 최종합격
접수방법: 홈페이지 지원

[채용 공고 주요 내용]
- 주요 업무: 신규심사/한도/본부승인 처리절차, 영업점 응대 및 지원, 개인회원 신규/한도 주간 심사내역 모니터링 및 자료작성
- 자격 요건: 학력 무관
- 우대 사항: 금융기관 경력 보유자, 취업지원 대상자 우대

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 10시 ~ 2025년 3월 26일 (수) 24시
  - 이력서 양식: 자유양식
  - 제출서류: 최종합격 후 제출 안내 예정
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우 채용이 취소될 수 있음."
rec-50306337,(주)디엔코스메틱스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=enhwa1NmSG10TTBTSllxSjFnK3U0QT09,CS 경력 계약직/정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306337,"['아웃바운드', '인바운드', 'CS']",,대졸(4년제) 이상,"정규직, 계약직",면접 후 결정,서울 강남구,2025.03.21 18:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직(1년) 또는 정규직(수습기간 3개월)
근무일시: 해당 사항 없음
근무지역: 서울 강남구 봉은사로 644, 2층
전형절차: 서류전형 → 인성검사 → 면접 전형 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 화장품&건강기능식품 관련 CS 업무 전반 (인/아웃바운드 상담, 게시판 상담 및 답변, 클레임 상담, VOC 분석)
- 자격 요건: 초대졸(2~3년제) 이상, 2년 이상 10년 이하의 CS 업무 경력 및 소비자 상담/고객센터 상담 경험, 컴퓨터/엑셀 활용 가능
- 우대 사항: 소비자학 전공자 및 관련 자격증, 화장품 또는 건강기능식품 상담 경력, 카페24 및 SAP 활용 가능, 텔레마케팅 경력

[그 외]
- 그 외 정보: 
  - 기업 소개: 직원의 성장을 응원하는 다양한 육성 프로그램 제공, 자율적인 근무 환경, 재직자의 건강 중요시, 공정하고 객관적인 평가 및 보상
  - 팀 소개: 디엔코스메틱스 화장품사업부에서 이지듀 브랜드 직영몰 운영, CS 파트는 고객과 직접 소통하는 역할 담당
  - 접수기간: 2025년 3월 21일 (금) ~ 채용시 마감
  - 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능"
rec-50306445,(주)어반푸드랩,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=RHB0UERKaysvRmJjTGVKVStVL3JlQT09,[UrbanFood-Lap] 동경규동 가맹점 슈퍼바이저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306445,"['슈퍼바이저', '매출관리', '교육운영', '마케팅']",,고교졸업 이상,"계약직 3개월, 정규직 전환 가능","연봉 3,600 만원 (주 40시간)",서울 강남구,2025.03.21 18:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명
근무형태: 계약직(정규직 전환 가능)
근무일시: 주 5일(월~금) 09:30-18:30
근무지역: 서울 강남구 도산대로1길 73 소해빌딩 502호(신사동)
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 신규 매장 오픈 및 점주/직원 교육, 가맹점 QSC 점검, 가맹점 매출 관리, 가맹점 매출 프로모션 기획 및 진행
- 자격 요건: 학력 무관, 경력 무관(신입도 지원 가능)
- 우대 사항: 커뮤니케이션 능력 우수자, 운전 가능자, 외식 프랜차이즈 업체 경력자

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 4월 20일 (일) 24시
  - 유의사항: 입사지원 서류에 허위 사실이 발견될 경우, 채용 확정 이후에도 채용이 취소될 수 있음.
  - 복지 혜택: 명절 선물, 도서비 지원(업무 관련), 4대 보험, 무제한 커피 제공, 경조사 지원."
rec-50306567,이지마스터,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=TUJDMkFCZzFiSFZsSnVMYjZFRWdSQT09,재택(비대면) 전화영어 강사 구인합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306567,['영어'],,학력무관,"아르바이트, 프리랜서, 파트","시급 12,000 원","서울 종로구, 서울전체, 동대문구, 성동구 (재택근무 가능)",2025.03.21 18:00,2025.03.28 23:59,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 0명
근무형태: 아르바이트, 프리랜서, 파트
근무일시: 주 5일(월~금) 06시~22시 사이, 최소 4시간 이상 근무
근무지역: 재택 근무
전형절차: 서류전형 → 최종합격
접수방법: 사람인 입사지원, 당사 이메일

[채용 공고 주요 내용]
- 주요 업무: 재택(비대면) 전화영어 강사
- 자격 요건: 학력 무관, 경력 무관 (신입도 지원 가능)
- 우대 사항: 해당 사항 없음

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 3월 28일 (금) 24시
  - 이력서양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능"
rec-50311062,굿리치(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=cGEranZZdnc0bnN1NlV6VFM5ZWdVUT09,"굿리치 박람회, 신혼부부DB 재무상담 금융컨설턴트 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50311062,"['금융컨설팅', '금융사무', '금융상품영업']",,고교졸업 이상(예정자 가능),"위촉직, 프리랜서",면접 후 결정,서울 마포구,2025.03.23 12:00,2025.05.22 23:59,"사람인 입사지원, 방문지원, 전화지원",자유양식,김세영 (SUPER 부지점장),010-5009-7331,"[채용 공고 내용]
채용인원: 0명
근무형태: 위촉직, 프리랜서
근무일시: 해당 사항 없음
근무지역: 서울 마포구 상암산로 34 22층 SUPER지점(상암동) - 경의중앙선 수색에서 800m 이내
전형절차: 서류전형, 1차면접, 최종합격
접수방법: 사람인 입사지원, 회사방문 접수, 전화 지원

[채용 공고 주요 내용]
- 주요 업무: 해당 사항 없음
- 자격 요건: 고졸 이상, 경력 무관 (신입도 지원 가능)
- 우대 사항: 해당 사항 없음

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 23일 (일) 12시 ~ 2025년 4월 22일 (화) 24시
  - 이력서 양식: 자유양식
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있음."
rec-50306810,인 사운드,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dFdRaTVTQktnZ0NiZUpEZ3c4ZzVqQT09,동시녹음 인턴 신입사원 채용 - 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306810,['사운드엔지니어'],,학력무관(예정자 가능),"인턴직 3개월, 정규직 전환 가능",면접 후 결정,서울 강서구,2025.03.21 20:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,조해인,010-7997-2954,"[채용 공고 내용]
채용인원: 0명
근무형태: 인턴직(정규직 전환 가능)
근무일시: 유연근무제
근무지역: 서울 강서구 양천로 424 가양역 데시앙플렉스 지식산업센터 B210-211호(등촌동) 
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 해당 사항 없음
- 자격 요건: 신입, 학력 무관
- 우대 사항: 인근거주자, 해외근무 가능자, 운전가능자, 야간근무 가능자, 지방근무 가능자

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 20시 ~ 2025년 4월 20일 (일) 24시
  - 이력서양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
